"Data Year","ID","Property Name","Address","ZIP Code","Community Area","Primary Property Type","Gross Floor Area - Buildings (sq ft)","Year Built","# of Buildings","ENERGY STAR Score","Electricity Use (kBtu)","Natural Gas Use (kBtu)","District Steam Use (kBtu)","District Chilled Water Use (kBtu)","All Other Fuel Use (kBtu)","Site EUI (kBtu/sq ft)","Source EUI (kBtu/sq ft)","Weather Normalized Site EUI (kBtu/sq ft)","Weather Normalized Source EUI (kBtu/sq ft)","Total GHG Emissions (Metric Tons CO2e)","GHG Intensity (kg CO2e/sq ft)","Latitude","Longitude","Location"
"2016","251222","2229 South Halsted","2229 South Halsted Street","60608","LOWER WEST SIDE","Office","69,803","1908","1","58","4,603,995.8","15,864.8",,,,"66.2","207.3","68.4","214.3","849.5","12.2","41.85175985","-87.64626343","POINT (-87.64626343 41.85175985)"
"2016","102397","Walsh Park: Walsh Park","1734 North Paulina Street","60622","WEST TOWN","Multifamily Housing","95,110","1986","1","53","3,595,552","2,770,800",,,,"66.9","149.3","69.5","152","809.9","8.5","41.90225377","-87.68447845","POINT (-87.68447845 41.90225377)"
"2016","160453","Halsted Flats","3740 N. Halsted St.","60613","LAKE VIEW","Multifamily Housing","229,029","2014","1","37","10,414,072.3","8,584,234.3",,,,"83","182.1","86.4","185.7","2,375.5","10.4","41.950426","-87.649507","POINT (-87.649507 41.950426)"
"2016","101883","Omni Hotel","676 N Michigan Ave","60611","NEAR NORTH SIDE","Hotel","440,281","1990","1","16","43,383,000","7,841,549.8",,,,"116.3","328.1","117.8","332.6","8,412.9","19.1","41.89472393","-87.62492502","POINT (-87.62492502 41.89472393)"
"2016","103601","120 South LaSalle Street Building","120 South LaSalle Street","60603","LOOP","Office","760,892","1929","1","91","20,621,322.8","16,847,722.8",,"15,668,628",,"69.8","128.9","71.1","130.4","5,521.6","7.3","41.88035359","-87.63280586","POINT (-87.63280586 41.88035359)"
"2016","250134","231 South LaSalle","231 S. LaSalle Street","60604","LOOP","Office","1,129,407","1924","1","86","45,246,054.3","24,528,942.1",,"29,476,207.8",,"87.9","174.7","88.6","175.5",,,"41.87868136","-87.63229063","POINT (-87.63229063 41.87868136)"
"2016","252294","Reside on Wellington","510-24 West Wellington Ave","60657","LAKE VIEW","Multifamily Housing","72,000","1949","1","64","1,133,029.7","5,654,499.9",,,,"94.3","131.9","104.7","142.8","509.2","7.1","41.93653853","-87.64219914","POINT (-87.64219914 41.93653853)"
"2016","239078","801 S. Plymouth Court: 801 South Plymouth Court","801 South Plymouth Court","60605","LOOP","Multifamily Housing","250,000","2000","1","47","8,361,157.2","5,739,136.2",,,,"56.4","129.1","59.3","134.3","1,846","7.4","41.87118113","-87.62811845","POINT (-87.62811845 41.87118113)"
"2016","252247","222 E. Chestnut Condominium Association","222 E. Chestnut","60611","NEAR NORTH SIDE","Multifamily Housing","121,000","1929","1","87","1,628,332.6","6,049,738.1",,,,"63.5","94.8","69.4","99.3","621.5","5.1","41.89846625","-87.62108995","POINT (-87.62108995 41.89846625)"
"2016","162325","Sweeting Center 860 N. LaSalle","860 N. LaSalle","60610","NEAR NORTH SIDE","College/University","119,629","1991","1",,"3,937,676.6","3,348,599.9",,,,"60.9","132.7","63.6","133.6","903.7","7.6","41.89852625","-87.63353124","POINT (-87.63353124 41.89852625)"
"2016","251396","Hammond Elem-CPS","2819 W 21st Place","60623","SOUTH LAWNDALE","K-12 School","59,692","1913","1","75","1,487,389.4","2,802,155.8",,,,"71.9","127.5","79.6","135.6","423","7.1","41.85254282","-87.69629775","POINT (-87.69629775 41.85254282)"
"2016","175473","Ashland Devon Chicago Equities: 6748 North Ashland Avenue","6748 North Ashland Avenue","60626","ROGERS PARK","Multifamily Housing","60,000","2015","1","88","706,887.9","4,020,073.1",,,,"78.8","107.3","83.8","111.6","344.2","5.7","42.01036185","-87.66829765","POINT (-87.66829765 42.01036185)"
"2016","251327","Clifton-Fullerton Hall","2350 N. Clifton Ave.","60614","LINCOLN PARK","College/University","92,627","2000","1",,"1,234,802.8","4,615,895.6",,,,"63.2","94.2","68.2","99.5","472.8","5.1","41.92507229","-87.65785615","POINT (-87.65785615 41.92507229)"
"2016","105012","fmc management","1016 w balmoral","60640","EDGEWATER","Multifamily Housing","55,000","1965","1","88","164,972.7","3,948,943.3",,,,"74.8","84.8","79.6","90","240.2","4.4","41.97223008","-87.6645957","POINT (-87.6645957 41.97223008)"
"2016","103871","841-849 W Monroe Street","841-849 W Monroe Street","60607","NEAR WEST SIDE","Multifamily Housing","76,000","1998","1",,"1,375,999.5","1,552,937.1",,,,"38.5","78.3","40.1","78.2","336.1","4.4","41.87399385","-87.651678","POINT (-87.651678 41.87399385)"
"2016","175495","House of Blues Chicago","329 N. Dearborn St.","60654","NEAR NORTH SIDE","Performing Arts","54,600","1996","1",,"7,573,667.6","5,221,209.1",,,,"234.3","536","234.3","536","1,673.3","30.6","41.88833261","-87.62950362","POINT (-87.62950362 41.88833261)"
"2016","164787","Advocate Healthcare Center (Beverly Center)","9831 South Western Avenue","60643","BEVERLY","Medical Office","59,345","1985","1","38","6,461,853.7",,,,,"108.9","341.9","109.3","343.1","1,191.1","20.1","41.71458844","-87.68148367","POINT (-87.68148367 41.71458844)"
"2016","102456","High School/ Middle School/ Sunny and Kovler Gym/ Belfield, Judd, Blaine Hall","5840 South Kenwood Avenue","60637","HYDE PARK","K-12 School","450,548","1961","7","3","11,670,108","1,637,710","44,488,677.4",,,"128.3","203.9","135.8","213","5,192","11.5","41.78855503","-87.59395643","POINT (-87.59395643 41.78855503)"
"2016","117115","Post Card Place CA","1733 W. Irving Park Road","60613","LAKE VIEW","Multifamily Housing","92,640","1980","1","51","3,091,040","2,784,974.3",,,,"63.4","136.3","66.2","139.3","717.7","7.7","41.95402016","-87.6620278","POINT (-87.6620278 41.95402016)"
"2016","100433","Presence SMEMC St Mary Campus","2233 West Division St","60622","WEST TOWN","Hospital (General Medical & Surgical)","693,154","1976","5","44","70,775,218.4","100,551,621.5",,,,"247.2","472.9","253.2","473.1","18,386.1","26.5","41.90251573","-87.68336086","POINT (-87.68336086 41.90251573)"
"2016","251863","Zapata Eleme-CPS","2730 S KOSTNER AVE","60623","SOUTH LAWNDALE","K-12 School","78,745","1996","1","14","4,175,653.4","4,357,753.3",,,,"108.4","224.6","114","227.6","1,001.1","12.7","41.84133753","-87.73548823","POINT (-87.73548823 41.84133753)"
"2016","103621","Chicago River North Residence Inn & Spri","410 North Dearborn St.","60610","NEAR NORTH SIDE","Hotel","369,707","2000","1","16","15,205,298.2","23,435,999.3",,,,"104.5","195.7","108.3","198.6","4,047.5","10.9","41.88948997","-87.62960735","POINT (-87.62960735 41.88948997)"
"2016","118349","Chicago Bar Association","321 S. Plymouth Ct.","60604","LOOP","Office","99,051","1990","1","34","9,867,309.5",,,,,"99.6","312.8","99.6","312.8","1,818.8","18.4","41.87761956","-87.62845092","POINT (-87.62845092 41.87761956)"
"2016","113569","Ritchie Tower Condominium","1310 N. Ritchie Court","60610","NEAR NORTH SIDE","Multifamily Housing","181,680","1963","1","37","4,746,286.5","14,030,064.7",,,,"103.3","163.1","112.5","171","1,620","8.9","41.9037528","-87.63558845","POINT (-87.63558845 41.9037528)"
"2016","251417","Chalmers-CPS","2745 W Roosevelt Rd","60608","NORTH LAWNDALE","K-12 School","68,184","1963","1","17","2,581,417.9","3,140,238",,,,"83.9","167.2","89.6","173.2","642.6","9.4","41.86604466","-87.69546821","POINT (-87.69546821 41.86604466)"
"2016","251310","03501-Western & Roscoe","3400 N. Western Avenue","60618","NORTH CENTER","Supermarket/Grocery Store","55,600","2002","1","64","9,200,536.5","3,584,500.3",,,,"229.9","587.3","233","586","1,886.2","33.9","41.943184","-87.6882055","POINT (-87.6882055 41.943184)"
"2016","137334","Daily News","222 S. Racine Ave.","60607","NEAR WEST SIDE","Multifamily Housing","115,000","2000","1","52","3,448,743.8","3,810,668",,,,"63.1","129","66.4","131.1","838.1","7.3","41.87849004","-87.65800787","POINT (-87.65800787 41.87849004)"
"2016","121761","#1903 Brickyard","2555 Normandy Ave","60707","MONTCLARE","Retail Store","165,647","1995","1","57","7,640,467.7","7,506,098.5",,,,"91.4","192.4","95.2","194.7","1,807","10.9","41.92669728","-87.79203184","POINT (-87.79203184 41.92669728)"
"2016","252064","Mansueto Library","1100 East 57th Street","60637","HYDE PARK","Library","64,028","2009","1",,"3,142,411.1",,"11,748,959.5","8,190,360.4",,"360.5","502.8","369.4","513.5","1,791","28","41.79221307","-87.59994981","POINT (-87.59994981 41.79221307)"
"2016","250129","300 North LaSalle","300 N LaSalle","60654","NEAR NORTH SIDE","Office","1,506,959","2007","1","82","84,006,237.8","6,425,530.4",,,,"60","179.5","61","182.6","15,825.4","10.5","41.88814152","-87.63312862","POINT (-87.63312862 41.88814152)"
"2016","160279","Millennium Park Plaza","151-155 N Michigan Ave","60601","LOOP","Multifamily Housing","610,694","1982","1","1","46,955,193.4","23,632,164.3",,,,"115.6","282.1","120.9","290.2","9,910","16.2","41.88468249","-87.62412202","POINT (-87.62412202 41.88468249)"
"2016","251240","5757 N Sheridan CA","5757 N. Sheridan Road","60660","EDGEWATER","Multifamily Housing","198,785","1968","1","26","4,062,252.1","19,391,913.8",,,,"118","166.6","128.2","175.8","1,778.8","8.9","41.98719804","-87.65477168","POINT (-87.65477168 41.98719804)"
"2016","111987","442 Wellington Cooperative","442 W Wellington Ave.","60657","LAKE VIEW","Multifamily Housing","99,925","1926","1","35","1,919,809.6","6,310,823.6",,,,"82.4","126.6","90.7","135.4","689.1","6.9","41.9398511","-87.65844752","POINT (-87.65844752 41.9398511)"
"2016","159411","1130 South Michigan","1130 S Michigan Ave","60605","LOOP","Multifamily Housing","717,245","1967","1","59","15,589,683.9","43,845,285.8",,,,"82.9","132.4","88.8","138.6","5,202.3","7.3","41.86850103","-87.62470375","POINT (-87.62470375 41.86850103)"
"2016","254370","Mercy Circle","3659 w 99th Street","60655","Mount Greenwood","Residential Care Facility","146,922","2013","1",,"5,947,116","3,589,408.5",,,,"64.9","152.8","66.6","153.5","1,286.8","8.8","41.69338599","-87.70303837","POINT (-87.70303837 41.69338599)"
"2016","251601","Edwards Elem-CPS","4815 S Karlov Ave","60632","ARCHER HEIGHTS","K-12 School","124,950","1925","1","68","2,015,182.8","7,687,790.2",,,,"77.7","115.2","85.3","123.3","779.8","6.2","41.80546054","-87.7255682","POINT (-87.7255682 41.80546054)"
"2016","100334","Gold Coast City Apartments","860 N. DeWitt Place","60611","NEAR NORTH SIDE","Multifamily Housing","124,000","1967","1","10","3,303,105.7","14,963,147.9",,,,"147.3","210.3","161.6","224.2","1,403.6","11.3","41.89579275","-87.62247957","POINT (-87.62247957 41.89579275)"
"2016","260037","5222 S Drexel","5222 S Drexel Avenue","60615","HYDE PARK","Multifamily Housing","90,479","1925","1","88","1,321,279.9","4,187,781.1",,,,"60.9","94.5","62","97.9","466","5.2","41.80224043","-87.60332678","POINT (-87.60332678 41.80224043)"
"2016","250061","WOODSON REGIONAL LIBRARY","9525 S. Halsted St.","60628","WASHINGTON HEIGHTS","Library","65,000","1975","1",,"5,747,490.1","1,629,721.1",,,,"113.5","304","114.8","299.9","1,145.9","17.6","41.7210264","-87.64309367","POINT (-87.64309367 41.7210264)"
"2016","106103","4180 Polo Tower CA","4180 N. Marine Drive","60613","UPTOWN","Multifamily Housing","109,301","1951","1","43","2,678,594","11,232,545.4",,,,"127.3","184.9","137.1","195.1","1,090.3","10","41.95402016","-87.6620278","POINT (-87.6620278 41.95402016)"
"2016","241410","Brownstone Condominium: 1440 North State Street","1440 North State Street","60610","NEAR NORTH SIDE","Multifamily Housing","205,919","1974","1","93","3,794,683.1","7,420,237.1",,,,"54.5","95.7","58.1","97.7","1,093.6","5.3","41.90899574","-87.62922625","POINT (-87.62922625 41.90899574)"
"2016","113668","229 E Lake Shore Drive","229 E Lake Shore Drive","60611","NEAR NORTH SIDE","Multifamily Housing","93,360","1920","1","97","1,217,138.9","3,983,034.4",,,,"55.7","85.7","60.9","90.4","435.9","4.7","41.89579275","-87.62247957","POINT (-87.62247957 41.89579275)"
"2016","114252","607 Wrightwood Condominium Association","607 W. Wrightwood Ave.","60614","LINCOLN PARK","Multifamily Housing","72,000","1974","1","50","2,232,887.9","4,855,032.1",,,,"98.4","168.2","104.4","170.9","669.4","9.3","41.92201051","-87.65461957","POINT (-87.65461957 41.92201051)"
"2016","109550","Lunt Court Condominium Association","1217-1227 W. Lunt Ave.","60626","ROGERS PARK","Multifamily Housing","60,120","1924","1","63","588,767.9","4,444,734.4",,,,"83.7","108.4","89.8","114.8","344.6","5.7","42.01036185","-87.66829765","POINT (-87.66829765 42.01036185)"
"2016","250146","223 Jackson Brooks Building LLC","223 Jackson Blvd.","60607","LOOP","Office","167,574","1909","1","36","13,337,132.7","1,452,440.7",,"3,000,936",,"106.2","276.9","106.7","279.7","2,693.6","16.1","41.8778835","-87.63478924","POINT (-87.63478924 41.8778835)"
"2016","115376","Conservancy at North Park Condo Assoc IV","3950 W. Bryn Mawr Ave.","60659","NORTH PARK","Multifamily Housing","54,096","1995","1","96","851,488.5","2,475,532.4",,,,"61.5","97.5","64.5","99.3","288.4","5.3","41.99046172","-87.70620782","POINT (-87.70620782 41.99046172)"
"2016","172053","Leo High School","7901 South Sangamon","60620","AUBURN GRESHAM","K-12 School","88,206","1926","1","80","794,480.8","5,653,200.2",,,,"73.1","95.6","73.1","95.6","446.7","5.1","41.75029724","-87.64707116","POINT (-87.64707116 41.75029724)"
"2016","118695","260-Senior Suites of Bridgeport","2825 S. Halsted","60608","BRIDGEPORT","Senior Care Community","69,455","2005","1","51","2,059,633.3","4,820,200",,,,"99.1","166","104.9","169.9","635.7","9.2","41.84915346","-87.67089596","POINT (-87.67089596 41.84915346)"
"2016","101643","G&A Senior Residence at Ravenswood","1818 W Peterson #900","60660","WEST RIDGE","Multifamily Housing","109,912","2006","1","78","1,899,347.8","8,018,432.5",,,,"90.2","130.9","97.4","138.3","776","7.1","41.99090057","-87.66660744","POINT (-87.66660744 41.99090057)"
"2016","251722","Claremont Ac-CPS","6315 S Claremont Ave","60636","CHICAGO LAWN","K-12 School","112,806","1990","1","69","3,352,679.3","3,235,980.4",,,,"58.4","123.4","62.6","127.8","789.8","7","41.778895","-87.682265","POINT (-87.682265 41.778895)"
"2016","160217","ECD Great Street LLC","201 North State Street","60601","LOOP","Hotel","132,872","2009","1","14","15,935,432.1","21,208,445.4",,,,"279.5","544.2","292.4","557.7","4,063.7","30.6","41.8862111","-87.6277372","POINT (-87.6277372 41.8862111)"
"2016","134516","(IL219) - 333 S Des Plaines","333 S. Des Plaines","60070","NEAR WEST SIDE","Multifamily Housing","178,336","1924","1","37","5,969,952.5","7,592,754.9",,,,"76.1","149.8","78.2","150.9","1,503.7","8.4","41.88321395","-87.64336601","POINT (-87.64336601 41.88321395)"
"2016","159659","3130 N. Lake Shore Apartments","3130 N. Lake Shore Drive","60657","LAKE VIEW","Multifamily Housing","236,406","1958","1","43","4,388,743","17,975,828.4",,,,"94.6","138.1","102.8","146.7","1,763.7","7.5","41.93859162","-87.63854993","POINT (-87.63854993 41.93859162)"
"2016","159594","Wrightwood III LLC","451 W Wrightwood Ave","60614","LINCOLN PARK","Multifamily Housing","116,380","1933","1","80","1,972,306.6","7,939,700.6",,,,"85.2","124.8","92.3","131.3","785.3","6.7","41.93048495","-87.64109185","POINT (-87.64109185 41.93048495)"
"2016","244102","River City - 800 South Wells","800 South Wells","60607","LOOP","Multifamily Housing","991,722","1986","1","85","24,537,476.5","25,936,663.6",,,,"50.9","105.2","54.4","108.8","5,900.4","5.9","41.87141897","-87.63422224","POINT (-87.63422224 41.87141897)"
"2016","229016","Fulton House Condominium","345 N. Canal St.","60606","NEAR WEST SIDE","Multifamily Housing","175,456","1900","1","23","8,510,732.4",,,,,"48.5","152.3","51.6","162.1","1,568.7","8.9","41.88806221","-87.63991405","POINT (-87.63991405 41.88806221)"
"2016","243773","680 North Lake Shore Drive","680 North Lake Shore Drive","60611","NEAR NORTH SIDE","Multifamily Housing","1,647,872","1926","1","81","52,557,595","49,321,473",,,,"61.8","131.6","65.2","133.8","12,307.2","7.5","41.89466069","-87.61675768","POINT (-87.61675768 41.89466069)"
"2016","112437","415 Condominium Association","415-421 W. Aldine Ave.","60657","LAKE VIEW","Multifamily Housing","140,000","1927","1","88","1,811,031.6","7,721,626.8",,,,"68.1","98.5","75.3","106.1","743.9","5.3","41.9398511","-87.65844752","POINT (-87.65844752 41.9398511)"
"2016","106102","The Regent Condominium Association (190 E. Walton Pl.)","190 E. Walton Place","60611","NEAR NORTH SIDE","Multifamily Housing","94,000","1996","1","99","1,003,568.1","4,532,457.5",,,,"58.9","84.2","61.1","85.3","425.7","4.5","41.89579275","-87.62247957","POINT (-87.62247957 41.89579275)"
"2016","173322","CHICAGO SOUTH (1488)","8560 S COTTAGE GROVE AVE","60619","CHATHAM","Retail Store","126,880","2002","1","80","6,840,657.4","2,804,399.9",,,,"76","192.5","79","194.1","1,409.8","11.1","41.73932767","-87.60676683","POINT (-87.60676683 41.73932767)"
"2016","101674","Presidents Plaza 2","8700 West Bryn Mawr Ave","60631","OHARE","Office","441,327","1983","1","72","30,317,131.5","517,243.6",,,,"69.9","216.9","70.8","220","5,615.6","12.7","41.98171896","-87.84446238","POINT (-87.84446238 41.98171896)"
"2016","100417","Marist High School","4200 W. 115th Street","60655","MOUNT GREENWOOD","K-12 School","241,936","1963","2","83","5,471,855.1","8,990,852.5",,,,"59.8","110","64.4","114.9","1,486.1","6.1","41.68539508","-87.72369345","POINT (-87.72369345 41.68539508)"
"2016","162209","St. Edmund's Episcopal Church","6105 S. Michigan Ave","60637","WASHINGTON PARK","K-12 School","60,000","1937","1","75","652,839.8","2,524,297.3",,,,"53","78.3","58.3","83.6","254.4","4.2","41.78350218","-87.62163947","POINT (-87.62163947 41.78350218)"
"2016","102363","LaneTechHS-CPS","2501 W Addison St","60618","NORTH CENTER","K-12 School","713,935","1932","1","24","13,069,560.2","28,089,124.6",,,,"57.7","98.8","64.2","105.7","3,900.9","5.5","41.94498741","-87.69077957","POINT (-87.69077957 41.94498741)"
"2016","244791","The Chandler","450 East Waterside Drive","60601","LOOP","Multifamily Housing","444,000","2005","1","28","12,706,393.8","26,571,051.4",,,,"88.5","152.7","94.4","158.1","3,753.4","8.5","41.88716277","-87.61536682","POINT (-87.61536682 41.88716277)"
"2016","103644","200 North LaSalle","200 N LaSalle Ave","60601","LOOP","Office","698,645","1984","1","73","45,164,029.8",,,,,"64.6","203","64.6","203","8,324.7","11.9","41.88607935","-87.63304163","POINT (-87.63304163 41.88607935)"
