"Building ID","Address","Zip","Cohort - Sector","Cohort - Size","Verification Year","Community Area Name","Community Area Number","Ward","Latitude","Longitude","Location"
"101910","160 N Lasalle St","60601","Commercial","> 250,000 Sq Ft","2024","Loop","32","42","41.88474","-87.6325","(41.88474, -87.6325)"
"257209","1010 S Wells St","60607","Residential","> 250,000 Sq F",,"Loop","32","34","41.87657","-87.65471","(41.87657, -87.65471)"
"157599","1530 S State St","60605","Residential","> 250,000 Sq F","2027","Near South Side","33","3","41.86096","-87.62808","(41.86096, -87.62808)"
"116715","1801  S Wabash Ave","60616","Residential","> 50,000 Sq Ft","2025","Near South Side","33","3","41.8455","-87.63056","(41.8455, -87.63056)"
"251490","6311 S Calumet Ave","60637","Municipal","> 50,000 Sq Ft","2025","Greater Grand Crossing","69","20","41.77997","-87.61674","(41.77997, -87.61674)"
"173615","1 5 N Wabash Ave","60602","Residential","> 50,000 Sq Ft","2025","Loop","32","42","41.88319","-87.62869","(41.88319, -87.62869)"
"255002","3857 S Dr Martin L King Jr Dr","60653","Commercial","> 50,000 Sq Ft","2027","Douglas","35","4","41.81493","-87.61847","(41.81493, -87.61847)"
"161103","618 S Michigan Ave","60605","Commercial","> 50,000 Sq Ft","2027","Loop","32","42","41.87381","-87.6248","(41.87381, -87.6248)"
"251581","8045 S Kenwood Ave","60619","Municipal","> 50,000 Sq Ft","2025","Avalon Park","45","8","41.74849","-87.59133","(41.74849, -87.59133)"
"160321","345 E Wacker Dr","60601","Residential","> 250,000 Sq F","2027","Loop","32","42","41.88725","-87.61855","(41.88725, -87.61855)"
"257154","4144 N Sheridan","60613","Residential","> 50,000 Sq Ft","2027","Uptown","3","46","41.88323","-87.6324","(41.88323, -87.6324)"
"251315","2550 N Clybourn St","60614","Commercial","> 50,000 Sq Ft","2026","Lincoln Park","7","32","41.92778","-87.67299","(41.92778, -87.67299)"
"235845","1122 N Clark St","60610","Residential","> 250,000 Sq F","2027","Near North Side","8","2","41.90238","-87.63184","(41.90238, -87.63184)"
"160450","840 W Blackhawk St","60642","Residential","> 250,000 Sq F","2025","Near North Side","8","2","41.90856","-87.64974","(41.90856, -87.64974)"
"160198","636 S Michigan Ave","60605","Residential","> 250,000 Sq F","2025","Loop","32","42","41.87333","-87.62423","(41.87333, -87.62423)"
"101901","151 171 W Randolph St","60601","Residential","> 250,000 Sq F","2025","Loop","32","42","41.88411","-87.63305","(41.88411, -87.63305)"
"156076","1340 S Damen Ave","60608","Commercial","> 50,000 Sq Ft","2025","Near West Side","28","28","41.86395","-87.6762","(41.86395, -87.6762)"
"252047","5757 S University Ave","60637","Commercial","> 50,000 Sq Ft","2027","Hyde Park","41","5","41.79035","-87.598","(41.79035, -87.598)"
"160394","1020 W Lawrence Ave","60640","Residential","> 50,000 Sq Ft","2027","Uptown","3","46","41.96911","-87.65595","(41.96911, -87.65595)"
"172800","5110  S Kenwood Ave","60615","Residential","> 50,000 Sq Ft","2025","Hyde Park","41","4","41.80224","-87.60333","(41.80224, -87.60333)"
"101709","20 N Wacker Dr","60606","Commercial","> 250,000 Sq Ft","2027","Loop","32","42","41.88253","-87.63747","(41.88253, -87.63747)"
"103815","328 S Jefferson","60661","Commercial","> 250,000 Sq Ft","2027","Near West Side","28","42","41.87715","-87.64291","(41.87715, -87.64291)"
"158224","400 E South Water St","60601","Residential","> 250,000 Sq F","2027","Loop","32","42","41.88674","-87.61677","(41.88674, -87.61677)"
"160296","5441 N East River Rd","60656","Residential","> 250,000 Sq F","2026","Ohare","76","41","41.9783","-87.84316","(41.9783, -87.84316)"
"101934","321 N Clark St","60654","Commercial","> 250,000 Sq Ft","2027","Near North Side","8","42","41.88827","-87.6306","(41.88827, -87.6306)"
"232841","222 E Pearson St","60611","Residential","> 50,000 Sq Ft","2025","Near North Side","8","2","41.89788","-87.62063","(41.89788, -87.62063)"
"256710","7131 S Bennett","60649","Residential","> 50,000 Sq Ft","2025","South Shore","43","5","41.76381","-87.58054","(41.76381, -87.58054)"
"251762","2727 N Long Ave","60639","Municipal","> 50,000 Sq Ft","2025","Belmont Cragin","19","31","41.93001","-87.76055","(41.93001, -87.76055)"
"254346","11505 S Western Ave","60643","Municipal","> 50,000 Sq Ft","2025","Morgan Park","75","19","41.68975","-87.67415","(41.68975, -87.67415)"
"256827","6950 N Hiawatha Avenue","60646","Commercial","> 50,000 Sq Ft","2027","Forest Glen","12","45","41.99103","-87.74164","(41.99103, -87.74164)"
"256630","8 E Huron St","60611","Residential","> 50,000 Sq Ft","2026","Near North Side","8","2","41.88425","-87.63245","(41.88425, -87.63245)"
"236913","3930 N Pine Grove Ave","60613","Residential","> 250,000 Sq F","2027","Lake View","6","46","41.95405","-87.64853","(41.95405, -87.64853)"
"251393","4540 N Campbell Ave","60625","Municipal","> 50,000 Sq Ft","2025","Lincoln Square","4","47","41.96423","-87.69196","(41.96423, -87.69196)"
"243247","1313 N Ritchie Ct","60610","Residential","> 50,000 Sq Ft","2025","Near North Side","8","43","41.9062","-87.62628","(41.9062, -87.62628)"
"128978","2242 N Kedzie Blvd","60647","Commercial","> 50,000 Sq Ft","2025","Logan Square","22","32","41.92197","-87.70751","(41.92197, -87.70751)"
"244613","240 E Illinois St","60611","Residential","> 250,000 Sq F","2027","Near North Side","8","42","41.8914","-87.6208","(41.8914, -87.6208)"
"257058","218 E Grand Ave","60611","Residential","> 50,000 Sq Ft","2025","Near North Side","8","42","41.89535","-87.62278","(41.89535, -87.62278)"
"251794","3814 W Iowa St","60651","Commercial","> 50,000 Sq Ft","2026","Humboldt Park","23","27","41.89754","-87.72214","(41.89754, -87.72214)"
"173914","2101 E 71st St","60649","Commercial","> 50,000 Sq Ft","2027","South Shore","43","5","41.7651","-87.57551","(41.7651, -87.57551)"
"251556","1119 N Cleveland Ave","60610","Municipal","> 50,000 Sq Ft","2027","Near North Side","8","27","41.90217","-87.64082","(41.90217, -87.64082)"
"251228","444 N Wells St","60654","Commercial","> 50,000 Sq Ft","2027","Near North Side","8","42","41.89054","-87.63407","(41.89054, -87.63407)"
"239704","1000 E 53rd St","60615","Residential","> 50,000 Sq Ft","2025","Hyde Park","41","5","41.79966","-87.60103","(41.79966, -87.60103)"
"157971","910 S Michigan Ave","60605","Residential","> 250,000 Sq F","2025","Loop","32","4","41.87031","-87.62482","(41.87031, -87.62482)"
"140991","1529  S State St","60605","Residential","> 50,000 Sq Ft","2025","Near South Side","33","3","41.86863","-87.62731","(41.86863, -87.62731)"
"251958","2301 2315 E 93rd St","60617","Commercial","> 50,000 Sq Ft","2027","Calumet Heights","48","7","41.72603","-87.5674","(41.72603, -87.5674)"
"102854","5325  S Cottage Grove Ave","60615","Residential","> 50,000 Sq Ft","2026","Hyde Park","41","5","41.80224","-87.60333","(41.80224, -87.60333)"
"159659","3130 N Lake Shore Dr","60657","Residential","> 250,000 Sq F","2025","Lake View","6","44","41.93859","-87.63855","(41.93859, -87.63855)"
"121059","3656 N Halsted St","60613","Commercial","> 50,000 Sq Ft","2025","Lake View","6","44","41.94861","-87.64991","(41.94861, -87.64991)"
"251209","9230 S Burley Ave","60617","Commercial","> 50,000 Sq Ft","2024","South Chicago","46","10","41.72738","-87.54561","(41.72738, -87.54561)"
"251668","4332 N Paulina St","60613","Municipal","> 50,000 Sq Ft","2025","Lake View","6","47","41.96093","-87.67128","(41.96093, -87.67128)"
"251706","1631 W Jonquil Ter","60626","Municipal","> 50,000 Sq Ft","2025","Rogers Park","1","49","42.02113","-87.67175","(42.02113, -87.67175)"
"116428","900  W 63rd Pkwy","60621","Residential","> 50,000 Sq Ft","2026","Englewood","68","16","41.77613","-87.64069","(41.77613, -87.64069)"
"244447","758 N Larrabee St","60654","Residential","> 250,000 Sq F","2027","Near North Side","8","42","41.89622","-87.64303","(41.89622, -87.64303)"
"103759","547 W Jackson Blvd","60661","Commercial","> 250,000 Sq Ft","2027","Near West Side","28","42","41.878","-87.64147","(41.878, -87.64147)"
"160026","940 W Glenlake Ave","60660","Residential","> 250,000 Sq F","2027","Edgewater","77","48","41.99269","-87.65446","(41.99269, -87.65446)"
"126411","25 E Oak St","60611","Commercial","> 50,000 Sq Ft","2025","Near North Side","8","42","41.90071","-87.62729","(41.90071, -87.62729)"
"101826","8136 8142 S Drexel Ave","60619","Residential","> 50,000 Sq Ft","2025","Chatham","44","8","41.74401","-87.6055","(41.74401, -87.6055)"
"255020","311 N Morgan St","60607","Residential","> 50,000 Sq Ft","2027","Near West Side","28","27","41.88717","-87.65213","(41.88717, -87.65213)"
"251709","4950 N Avers Ave","60625","Municipal","> 50,000 Sq Ft","2025","Albany Park","14","39","41.9713","-87.72627","(41.9713, -87.72627)"
"116552","4001 4013 S Ellis Ave","60653","Residential","> 50,000 Sq Ft","2025","Oakland","36","4","41.82021","-87.61247","(41.82021, -87.61247)"
"256768","355 E Wacker Dr","60601","Commercial","> 50,000 Sq Ft","2025","Loop","32","42","41.88626","-87.62231","(41.88626, -87.62231)"
"256428","3201 S State Street","60616","Commercial","> 50,000 Sq Ft","2025","Douglas","35","3","41.84233","-87.62715","(41.84233, -87.62715)"
"134126","1111 N Clark St","60610","Commercial","> 50,000 Sq Ft","2027","Near North Side","8","2","41.90248","-87.631","(41.90248, -87.631)"
"164512","506  N Desplaines St","60654","Commercial","> 50,000 Sq Ft","2025","West Town","24","27","41.89198","-87.637","(41.89198, -87.637)"
"119055","6525 W Diversey Ave","60707","Commercial","> 250,000 Sq Ft","2027","Belmont Cragin","19","36","41.93005","-87.78976","(41.93005, -87.78976)"
"106118","3410 3412 N Lake Shore Dr","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","44","41.93985","-87.65845","(41.93985, -87.65845)"
"133957","625 631 W Jackson Blvd","60661","Residential","> 50,000 Sq Ft","2025","Near West Side","28","42","41.88321","-87.64337","(41.88321, -87.64337)"
"255148","810 W. Grace St.","60613","Residential","> 250,000 Sq F","2024","Lake View","6","46","41.95449","-87.65029","(41.95449, -87.65029)"
"105673","506  W Harrison St","60607","Residential","> 50,000 Sq Ft","2026","Near West Side","28","25","41.87399","-87.65168","(41.87399, -87.65168)"
"242633","530 N Lake Shore Dr","60611","Residential","> 250,000 Sq F","2027","Near North Side","8","42","41.89212","-87.61495","(41.89212, -87.61495)"
"256892","343 W Schiller St","60610","Residential","> 50,000 Sq Ft","2025","Near North Side","8","2","41.90423","-87.63823","(41.90423, -87.63823)"
"173817","820 W Lawrence Ave","60640","Commercial","> 50,000 Sq Ft","2027","Uptown","3","46","41.96939","-87.65096","(41.96939, -87.65096)"
"255026","3218 N Clark St","60657","Residential","> 50,000 Sq Ft","2027","Lake View","6","44","41.94044","-87.65116","(41.94044, -87.65116)"
"100332","6130 S Wolcott Ave","60636","Municipal","> 250,000 Sq Ft","2025","West Englewood","67","15","41.78207","-87.67221","(41.78207, -87.67221)"
"250105","4930 S Langley Ave","60615","Residential","> 50,000 Sq Ft","2027","Grand Boulevard","38","4","41.8052","-87.60925","(41.8052, -87.60925)"
"256668","900-10 W Winona Street","60640","Residential","> 50,000 Sq Ft","2026","Uptown","3","48","41.88425","-87.63245","(41.88425, -87.63245)"
"173930","5709  S Ellis Ave","60637","Residential","> 50,000 Sq Ft","2027","Hyde Park","41","5","41.78046","-87.60531","(41.78046, -87.60531)"
"253946","7736 7772 N Sheridan Rd","60626","Residential","> 50,000 Sq Ft","2025","Rogers Park","1","49","42.01036","-87.6683","(42.01036, -87.6683)"
"239994","1500 W Monroe St","60607","Residential","> 250,000 Sq F","2025","Near West Side","28","28","41.88047","-87.66495","(41.88047, -87.66495)"
"159302","6640 50 W Belden Ave","60707","Commercial","> 50,000 Sq Ft","2025","Montclare","18","29","41.92089","-87.79111","(41.92089, -87.79111)"
"254365","326 N Orleans St","60654","Residential","> 250,000 Sq F","2025","Near North Side","8","42","41.89217","-87.63414","(41.89217, -87.63414)"
"251334","2325 N Sheffield Ave","60614","Commercial","> 50,000 Sq Ft","2027","Lincoln Park","7","43","41.92481","-87.65324","(41.92481, -87.65324)"
"101671","6101 6115 N Seeley Ave","60659","Residential","> 50,000 Sq Ft","2025","West Ridge","2","40","41.99046","-87.70621","(41.99046, -87.70621)"
"252265","421 S Central Ave","60644","Residential","> 50,000 Sq Ft","2025","Austin","25","29","41.88764","-87.76515","(41.88764, -87.76515)"
"158453","59 E Van Buren St","60605","Residential","> 50,000 Sq Ft","2025","Loop","32","42","41.87678","-87.62541","(41.87678, -87.62541)"
"250139","555 W Harrison St","60607","Commercial","> 50,000 Sq Ft","2025","Near West Side","28","25","41.87435","-87.64166","(41.87435, -87.64166)"
"252294","510-24 W Wellington","60657","Residential","> 50,000 Sq Ft","2024","Lake View","6","44","41.93654","-87.6422","(41.93654, -87.6422)"
"175346","4700  S Cottage Grove Ave","60615","Residential","> 50,000 Sq Ft","2025","Grand Boulevard","38","4","41.80224","-87.60333","(41.80224, -87.60333)"
"260073","920  W Wilson Ave","60640","Residential","> 50,000 Sq Ft","2025","Uptown","3","46","41.97223","-87.6646","(41.97223, -87.6646)"
"256663","630 N Franklin St","60654","Residential","> 250,000 Sq F","2026","Near North Side","8","42","41.89237","-87.63635","(41.89237, -87.63635)"
"161305","8344 S Commercial Ave","60617","Municipal","> 50,000 Sq Ft","2027","South Chicago","46","7","41.74417","-87.55304","(41.74417, -87.55304)"
"161204","3241 S Michigan Ave","60616","Commercial","> 250,000 Sq Ft","2025","Douglas","35","3","41.8355","-87.62255","(41.8355, -87.62255)"
"132408","5838 N Sheridan Rd","60660","Residential","> 50,000 Sq Ft","2025","Edgewater","77","48","41.9884","-87.65567","(41.9884, -87.65567)"
"110223","6520 S Wood St","60636","Municipal","> 50,000 Sq Ft","2024","West Englewood","67","15","41.77518","-87.66985","(41.77518, -87.66985)"
"175892","4526  N Sheridan Rd","60640","Residential","> 50,000 Sq Ft","2025","Uptown","3","46","41.97223","-87.6646","(41.97223, -87.6646)"
"254158","5141 N Christiana Ave","60625","Commercial","> 50,000 Sq Ft","2025","North Park","13","39","41.88425","-87.63245","(41.88425, -87.63245)"
"159655","3000 N Sheridan Rd","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","44","41.93679","-87.63983","(41.93679, -87.63983)"
"251641","139 S Parkside Ave","60644","Municipal","> 50,000 Sq Ft","2025","Austin","25","29","41.87815","-87.76599","(41.87815, -87.76599)"
"252092","10808 - 10830 S Doty Ave W","60628","Commercial","> 50,000 Sq Ft","2025","Pullman","50","9","41.69296","-87.60058","(41.69296, -87.60058)"
"257178","4533 W Roscoe Street","60641","Commercial","> 50,000 Sq Ft","2025","Irving Park","16","30","41.88323","-87.6324","(41.88323, -87.6324)"
"240842","200 E Delaware Pl","60611","Residential","> 250,000 Sq F","2027","Near North Side","8","2","41.89953","-87.6213","(41.89953, -87.6213)"
"137657","1327  W Washington Blvd","60607","Residential","> 50,000 Sq Ft","2025","Near West Side","28","27","41.87399","-87.65168","(41.87399, -87.65168)"
"255927","4447 N Kedzie Ave","60625","Residential","> 50,000 Sq Ft","2027","Albany Park","14","33","41.9757","-87.69428","(41.9757, -87.69428)"
"106121","2828  N Pine Grove Ave","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","44","41.93985","-87.65845","(41.93985, -87.65845)"
"113652","233 E Walton Place","60611","Residential","> 50,000 Sq Ft","2025","Near North Side","8","2","41.89579","-87.62248","(41.89579, -87.62248)"
"102055","740 750 W Addison St","60613","Residential","> 50,000 Sq Ft","2025","Lake View","6","46","41.95402","-87.66203","(41.95402, -87.66203)"
"256564","3527 W North Avenue","60647","Residential","> 50,000 Sq Ft","2025","Humboldt Park","23","26","41.92085","-87.70162","(41.92085, -87.70162)"
"105725","7000 7008 S South Shore Dr","60649","Residential","> 50,000 Sq Ft","2025","South Shore","43","5","41.76259","-87.57232","(41.76259, -87.57232)"
"251432","54 N Hermitage Ave","60612","Municipal","> 50,000 Sq Ft","2025","Near West Side","28","27","41.88299","-87.67118","(41.88299, -87.67118)"
"151257","2758 2768 N Milwaukee Ave","60647","Residential","> 50,000 Sq Ft","2027","Logan Square","22","35","41.92075","-87.70153","(41.92075, -87.70153)"
"103601","120 S Lasalle St","60603","Commercial","> 250,000 Sq Ft","2027","Loop","32","42","41.88035","-87.63281","(41.88035, -87.63281)"
"113452","1115  S Plymouth Ct","60605","Residential","> 50,000 Sq Ft","2027","Loop","32","4","41.86863","-87.62731","(41.86863, -87.62731)"
"159800","5320 N Sheridan Rd","60640","Residential","> 250,000 Sq F","2024","Edgewater","77","48","41.97927","-87.65551","(41.97927, -87.65551)"
"250019","9801 S Avenue G","60617","Municipal","> 50,000 Sq Ft","2025","East Side","52","10","41.71338","-87.52791","(41.71338, -87.52791)"
"175236","4633 4645 N Kedzie Ave","60625","Residential","> 50,000 Sq Ft","2025","Albany Park","14","33","41.97208","-87.70235","(41.97208, -87.70235)"
"104300","434 436 W Roscoe St","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","44","41.93985","-87.65845","(41.93985, -87.65845)"
"254096","350 W Belden Ave","60614","Residential","> 50,000 Sq Ft","2027","Lincoln Park","7","43","41.92174","-87.65392","(41.92174, -87.65392)"
"158134","170 N Dearborn Ave","60601","Commercial","> 50,000 Sq Ft","2026","Loop","32","42","41.8852","-87.62986","(41.8852, -87.62986)"
"159326","2030 S State St","60616","Residential","> 50,000 Sq Ft","2027","Near South Side","33","3","41.8546","-87.62807","(41.8546, -87.62807)"
"231205","5201 S Cornell Ave","60615","Residential","> 250,000 Sq F","2027","Hyde Park","41","5","41.80087","-87.58563","(41.80087, -87.58563)"
"140794","1546  N Orleans St","60610","Residential","> 50,000 Sq Ft","2025","Near North Side","8","27","41.90375","-87.63559","(41.90375, -87.63559)"
"251751","2150 S Laflin St","60608","Municipal","> 250,000 Sq Ft","2025","Lower West Side","31","25","41.85288","-87.66454","(41.85288, -87.66454)"
"251896","4655 S Dearborn St","60609","Municipal","> 50,000 Sq Ft","2025","Grand Boulevard","38","3","41.81014","-87.6269","(41.81014, -87.6269)"
"255028","1001 S State St","60605","Residential","> 250,000 Sq F","2027","Loop","32","4","41.86986","-87.62737","(41.86986, -87.62737)"
"119419","3729 W Leland Ave","60625","Commercial","> 50,000 Sq Ft","2025","Albany Park","14","35","41.96623","-87.72181","(41.96623, -87.72181)"
"257174","725 S Wells St","60607","Commercial","> 50,000 Sq Ft","2027","Loop","32","34","41.88323","-87.6324","(41.88323, -87.6324)"
"101989","330 S Wells St","60606","Residential","> 50,000 Sq Ft","2027","Loop","32","42","41.87706","-87.63403","(41.87706, -87.63403)"
"257215","1440 W Fillmore St","60607","Residential","> 50,000 Sq Ft",,"Near West Side","28","28","41.87657","-87.65471","(41.87657, -87.65471)"
"165819","5000 5016 S Indiana Ave","60615","Residential","> 50,000 Sq Ft","2025","Grand Boulevard","38","3","41.80364","-87.62178","(41.80364, -87.62178)"
"101179","2211 N Oak Park Ave","60707","Commercial","> 250,000 Sq Ft","2025","Montclare","18","29","41.91969","-87.79508","(41.91969, -87.79508)"
"241410","1440 N State Pkwy","60610","Residential","> 50,000 Sq Ft","2025","Near North Side","8","2","41.909","-87.62923","(41.909, -87.62923)"
"106102","190  E Walton Pl","60611","Residential","> 50,000 Sq Ft","2025","Near North Side","8","2","41.89579","-87.62248","(41.89579, -87.62248)"
"256542","5525 W Diversey Ave","60639","Residential","> 50,000 Sq Ft","2026","Belmont Cragin","19","30","41.91864","-87.75535","(41.91864, -87.75535)"
"159103","121 W Chestnut St","60610","Residential","> 250,000 Sq F","2027","Near North Side","8","2","41.89759","-87.63239","(41.89759, -87.63239)"
"243636","7061 N Kedzie Ave","60645","Residential","> 250,000 Sq F","2025","West Ridge","2","50","42.00895","-87.70638","(42.00895, -87.70638)"
"105785","5528 5530 S Hyde Park Blvd","60637","Residential","> 50,000 Sq Ft","2025","Hyde Park","41","5","41.78046","-87.60531","(41.78046, -87.60531)"
"103632","251 E Huron St","60611","Commercial","> 250,000 Sq Ft","2027","Near North Side","8","42","41.89459","-87.62153","(41.89459, -87.62153)"
"101765","77 W Wacker Dr","60601","Commercial","> 250,000 Sq Ft","2025","Loop","32","42","41.88652","-87.63054","(41.88652, -87.63054)"
"250142","850 W Jackson Blvd","60607","Commercial","> 50,000 Sq Ft","2027","Near West Side","28","25","41.87816","-87.64925","(41.87816, -87.64925)"
"257103","145 N Damen Ave","60612","Residential","> 50,000 Sq Ft",,"Near West Side","28","27","41.88078","-87.68395","(41.88078, -87.68395)"
"114817","5471  S Hyde Park Blvd","60615","Residential","> 50,000 Sq Ft","2027","Hyde Park","41","5","41.80224","-87.60333","(41.80224, -87.60333)"
"252262","1816 N St Louis Ave","60647","Residential","> 50,000 Sq Ft","2025","Logan Square","22","1","41.91418","-87.71345","(41.91418, -87.71345)"
"173861","5411 N Winthrop Ave","60640","Residential","> 50,000 Sq Ft","2027","Edgewater","77","48","41.97223","-87.6646","(41.97223, -87.6646)"
"251698","7726 S Burnham","60649","Municipal","> 50,000 Sq Ft","2025","South Shore","43","7","41.75448","-87.55738","(41.75448, -87.55738)"
"251380","739 N Ada St","60642","Residential","> 50,000 Sq Ft","2025","West Town","24","27","41.89549","-87.66111","(41.89549, -87.66111)"
"256900","320 N Sangamon St","60607","Commercial","> 250,000 Sq Ft","2026","Near West Side","28","27","41.88321","-87.65877","(41.88321, -87.65877)"
"250104","3920 - 3940 N Clark St","60613","Residential","> 50,000 Sq Ft","2027","Lake View","6","47","41.95314","-87.66202","(41.95314, -87.66202)"
"251538","8407 S Kerfoot Ave","60620","Municipal","> 50,000 Sq Ft","2025","Auburn Gresham","71","21","41.74127","-87.6396","(41.74127, -87.6396)"
"254051","1500 N Clybourn Ave","60610","Commercial","> 50,000 Sq Ft","2027","Near North Side","8","27","41.90384","-87.63668","(41.90384, -87.63668)"
"175492","3158 3184 N Clark St","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","44","41.93985","-87.65845","(41.93985, -87.65845)"
"255091","900 N North Branch St","60642","Commercial","> 50,000 Sq Ft","2025","Near North Side","8","27","41.89598","-87.66056","(41.89598, -87.66056)"
"260118","440 442 W Barry Ave","60657","Residential","> 50,000 Sq Ft","2027","Lake View","6","44","41.93985","-87.65845","(41.93985, -87.65845)"
"103604","525 W Monroe St","60661","Commercial","> 250,000 Sq Ft","2026","Near West Side","28","42","41.88054","-87.64054","(41.88054, -87.64054)"
"176018","915  W Wilson Ave","60640","Residential","> 50,000 Sq Ft","2025","Uptown","3","46","41.97223","-87.6646","(41.97223, -87.6646)"
"103626","151 N Franklin St","60606","Commercial","> 250,000 Sq Ft","2026","Loop","32","42","41.88455","-87.63534","(41.88455, -87.63534)"
"159156","1 E Delaware Pl","60611","Residential","> 250,000 Sq F","2025","Near North Side","8","2","41.89878","-87.62785","(41.89878, -87.62785)"
"175433","1130 S Wabash Ave","60605","Commercial","> 50,000 Sq Ft","2025","Loop","32","4","41.86843","-87.62634","(41.86843, -87.62634)"
"105067","1025 1035 W Loyola Ave","60626","Residential","> 50,000 Sq Ft","2025","Rogers Park","1","49","42.01036","-87.6683","(42.01036, -87.6683)"
"104226","606 620 W Cornelia Ave","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","46","41.93985","-87.65845","(41.93985, -87.65845)"
"260060","2300 2320 N Commonwealth Ave","60614","Residential","> 50,000 Sq Ft","2025","Lincoln Park","7","43","41.92201","-87.65462","(41.92201, -87.65462)"
"251769","8410 W Bryn Mawr Ave","60631","Commercial","> 50,000 Sq Ft","2027","Ohare","76","41","41.98113","-87.83823","(41.98113, -87.83823)"
"252050","5747 S Ellis Ave","60637","Commercial","> 50,000 Sq Ft","2027","Hyde Park","41","5","41.79018","-87.6008","(41.79018, -87.6008)"
"242638","411 W Ontario St","60654","Residential","> 250,000 Sq F","2027","Near North Side","8","42","41.89308","-87.63969","(41.89308, -87.63969)"
"134516","321 339 S Desplaines St","60661","Residential","> 50,000 Sq Ft","2025","Near West Side","28","42","41.88321","-87.64337","(41.88321, -87.64337)"
"158842","1068 W Sheridan Rd","60660","Commercial","> 50,000 Sq Ft","2027","Rogers Park","1","49","41.99828","-87.65807","(41.99828, -87.65807)"
"157348","1531 N Clybourn Ave","60610","Residential","> 50,000 Sq Ft","2027","Near North Side","8","27","41.90965","-87.64659","(41.90965, -87.64659)"
"175910","4432 4444 W West End Ave","60624","Residential","> 50,000 Sq Ft","2024","West Garfield Park","26","28","41.88082","-87.72328","(41.88082, -87.72328)"
"175232","1401  E Hyde Park Blvd","60615","Residential","> 50,000 Sq Ft","2025","Hyde Park","41","4","41.80224","-87.60333","(41.80224, -87.60333)"
"157287","1611 W Harrison St","60612","Commercial","> 50,000 Sq Ft","2027","Near West Side","28","27","41.87351","-87.66704","(41.87351, -87.66704)"
"159954","1606 E Hyde Park Blvd","60615","Residential","> 50,000 Sq Ft","2025","Kenwood","39","5","41.80273","-87.58614","(41.80273, -87.58614)"
"251702","2250 N Latrobe Ave","60639","Municipal","> 50,000 Sq Ft","2025","Belmont Cragin","19","36","41.92185","-87.75795","(41.92185, -87.75795)"
"132823","8001 S Western Ave","60620","Commercial","> 50,000 Sq Ft","2025","Ashburn","70","18","41.74785","-87.68245","(41.74785, -87.68245)"
"101760","35 W Wacker Dr","60601","Commercial","> 250,000 Sq Ft","2027","Loop","32","42","41.88642","-87.62903","(41.88642, -87.62903)"
"172789","3445  S Rhodes Ave","60616","Residential","> 50,000 Sq Ft","2025","Douglas","35","4","41.8455","-87.63056","(41.8455, -87.63056)"
"260132","2401 W Grace St","60618","Commercial","> 50,000 Sq Ft","2027","North Center","5","47","41.95004","-87.68878","(41.95004, -87.68878)"
"242563","212 W Washington St","60606","Residential","> 250,000 Sq F","2025","Loop","32","42","41.88327","-87.63512","(41.88327, -87.63512)"
"251633","4650 N Menard Ave","60630","Municipal","> 50,000 Sq Ft","2025","Portage Park","15","45","41.96562","-87.77267","(41.96562, -87.77267)"
"101987","20 S Clark St","60603","Commercial","> 250,000 Sq Ft","2027","Loop","32","42","41.8813","-87.63118","(41.8813, -87.63118)"
"100878","1521 1523 W Sherwin Ave","60626","Residential","> 50,000 Sq Ft","2027","Rogers Park","1","49","42.01036","-87.6683","(42.01036, -87.6683)"
"251540","6200 S Racine","60636","Municipal","> 50,000 Sq Ft",,"West Englewood","67","16","41.78133","-87.65457","(41.78133, -87.65457)"
"112607","6118  N Sheridan Rd","60660","Residential","> 50,000 Sq Ft","2025","Edgewater","77","48","41.9909","-87.66661","(41.9909, -87.66661)"
"175745","1340  S Michigan Ave","60605","Residential","> 50,000 Sq Ft","2025","Near South Side","33","3","41.86863","-87.62731","(41.86863, -87.62731)"
"103314","1333  N Cleveland Ave","60610","Residential","> 50,000 Sq Ft","2026","Near North Side","8","27","41.90375","-87.63559","(41.90375, -87.63559)"
"159905","7022 S South Shore Dr","60649","Residential","> 50,000 Sq Ft","2025","South Shore","43","5","41.76739","-87.56693","(41.76739, -87.56693)"
"251343","3180 N Lake Shore Dr","60657","Residential","> 250,000 Sq F","2025","Lake View","6","44","41.93904","-87.63916","(41.93904, -87.63916)"
"235008","1400 N Lake Shore Dr","60610","Residential","> 250,000 Sq F","2027","Near North Side","8","43","41.908","-87.62633","(41.908, -87.62633)"
"233890","1464 S Michigan Ave","60605","Residential","> 250,000 Sq F","2027","Near South Side","33","3","41.86221","-87.62452","(41.86221, -87.62452)"
"254165","6551 N Sheridan Rd","60626","Residential","> 50,000 Sq Ft","2027","Rogers Park","1","49","42.00163","-87.6606","(42.00163, -87.6606)"
"103716","17 E Monroe St","60603","Residential","> 250,000 Sq F","2027","Loop","32","42","41.88032","-87.62695","(41.88032, -87.62695)"
"255932","33 S Ashland Ave","60607","Residential","> 50,000 Sq Ft","2026","Near West Side","28","28","41.88","-87.65484","(41.88, -87.65484)"
