"Building ID","Address","Zip","Cohort - Sector","Cohort - Size","Verification Year","Community Area Name","Community Area Number","Ward","Latitude","Longitude","Location"
"251626","4929 N Sawyer Ave","60625","Municipal","> 50,000 Sq Ft","2025","Albany Park","14","33","41.9711","-87.70939","(41.9711, -87.70939)"
"250014","2949 E 131st St","60633","Municipal","> 50,000 Sq Ft","2025","Hegewisch","55","10","41.65732","-87.55272","(41.65732, -87.55272)"
"105044","2018 2040 W Farwell Ave","60645","Residential","> 50,000 Sq Ft","2025","West Ridge","2","50","42.0088","-87.69503","(42.0088, -87.69503)"
"254316","2544 W Montrose Ave","60618","Commercial","> 50,000 Sq Ft","2027","Lincoln Square","4","47","41.94662","-87.70269","(41.94662, -87.70269)"
"251445","4619 S Wolcott Ave","60609","Municipal","> 50,000 Sq Ft","2025","New City","61","15","41.80974","-87.6719","(41.80974, -87.6719)"
"100730","525 W Van Buren","60607","Commercial","> 250,000 Sq Ft","2024","Near West Side","28","25","41.87631","-87.64018","(41.87631, -87.64018)"
"102946","7947  S South Chicago Ave","60617","Residential","> 50,000 Sq Ft","2026","South Chicago","46","8","41.72724","-87.55514","(41.72724, -87.55514)"
"160266","469 West Huron St","60654","Residential","> 250,000 Sq F","2027","Near North Side","8","42","41.89466","-87.64077","(41.89466, -87.64077)"
"251364","1424 N Cleaver Street","60642","Municipal","> 50,000 Sq Ft","2025","West Town","24","2","41.9075","-87.66398","(41.9075, -87.66398)"
"254064","1411 N State Pkwy","60610","Residential","> 50,000 Sq Ft","2025","Near North Side","8","43","41.88425","-87.63245","(41.88425, -87.63245)"
"254226","525 W Oakdale Ave","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","44","41.88425","-87.63245","(41.88425, -87.63245)"
"250090","3700 W Congress Pkwy","60624","Residential","> 50,000 Sq Ft","2027","East Garfield Park","27","28","41.87474","-87.71838","(41.87474, -87.71838)"
"140247","3443  W Addison St","60618","Commercial","> 50,000 Sq Ft","2027","Avondale","21","35","41.94672","-87.7032","(41.94672, -87.7032)"
"255947","27 N Aberdeen St","60607","Residential","> 50,000 Sq Ft","2025","Near West Side","28","25","41.88","-87.65484","(41.88, -87.65484)"
"172296","412  S Wells St","60607","Residential","> 50,000 Sq Ft","2025","Loop","32","25","41.87399","-87.65168","(41.87399, -87.65168)"
"172719","3940  W Bryn Mawr Ave","60659","Residential","> 50,000 Sq Ft","2025","North Park","13","39","41.99046","-87.70621","(41.99046, -87.70621)"
"256776","900 E Grand Ave","60611","Residential","> 50,000 Sq Ft","2026","Near North Side","8","42","41.89535","-87.62278","(41.89535, -87.62278)"
"241405","501 N Clinton St","60654","Residential","> 250,000 Sq F","2027","West Town","24","42","41.89102","-87.64219","(41.89102, -87.64219)"
"100417","4200 W 115th St","60655","Commercial","> 250,000 Sq Ft","2025","Mount Greenwood","74","19","41.6854","-87.72369","(41.6854, -87.72369)"
"158402","172 W Adams St","60603","Residential","> 50,000 Sq Ft","2026","Loop","32","42","41.87991","-87.63323","(41.87991, -87.63323)"
"250042","2245 W Jackson Blvd","60612","Municipal","> 250,000 Sq Ft","2025","Near West Side","28","27","41.87688","-87.68324","(41.87688, -87.68324)"
"252322","4938 W Quincy St","60644","Residential","> 50,000 Sq Ft","2025","Austin","25","28","41.87768","-87.74813","(41.87768, -87.74813)"
"251749","4055 W Arthington St","60624","Municipal","> 50,000 Sq Ft","2025","West Garfield Park","26","24","41.86972","-87.72684","(41.86972, -87.72684)"
"251867","1840 W Ohio St","60622","Municipal","> 50,000 Sq Ft","2027","West Town","24","1","41.8926","-87.67396","(41.8926, -87.67396)"
"251796","5050 S East End Ave","60615","Residential","> 50,000 Sq Ft","2025","Kenwood","39","5","41.80323","-87.58573","(41.80323, -87.58573)"
"254157","5114 N Christiana Ave","60625","Commercial","> 50,000 Sq Ft","2025","North Park","13","39","41.88425","-87.63245","(41.88425, -87.63245)"
"159893","6424 6444 S Stonyisland Ave","60637","Residential","> 50,000 Sq Ft","2026","Woodlawn","42","5","41.77785","-87.58641","(41.77785, -87.58641)"
"172608","1737 - 1829 W Fullerton Ave","60614","Commercial","> 50,000 Sq Ft","2027","Lincoln Park","7","32","41.92477","-87.67194","(41.92477, -87.67194)"
"251325","2311 N Racine Ave","60614","Commercial","> 50,000 Sq Ft","2027","Lincoln Park","7","43","41.9239","-87.65818","(41.9239, -87.65818)"
"242279","1100 N Lakeshore Dr","60611","Residential","> 50,000 Sq Ft","2027","Near North Side","8","2","41.9026","-87.62511","(41.9026, -87.62511)"
"158407","226 W Jackson Blvd","60606","Residential","> 50,000 Sq Ft","2025","Loop","32","42","41.87843","-87.63488","(41.87843, -87.63488)"
"100733","840 S Canal St","60607","Commercial","> 250,000 Sq Ft","2025","Near West Side","28","25","41.87094","-87.64013","(41.87094, -87.64013)"
"251732","3400 W 65th Place","60629","Municipal","> 50,000 Sq Ft","2025","Chicago Lawn","66","23","41.77475","-87.70858","(41.77475, -87.70858)"
"251627","6220 N Olcott Ave","60631","Municipal","> 50,000 Sq Ft","2025","Norwood Park","10","41","41.99398","-87.81421","(41.99398, -87.81421)"
"256729","6018 S Karlov Avenue","60629","Commercial","> 50,000 Sq Ft","2027","West Lawn","65","13","41.78269","-87.69868","(41.78269, -87.69868)"
"255022","505 N Green St","60642","Residential","> 50,000 Sq Ft","2024","West Town","24","27","41.89133","-87.64871","(41.89133, -87.64871)"
"255977","3905-29 N. Western Ave.","60618","Residential","> 50,000 Sq Ft","2025","North Center","5","47","41.88425","-87.63245","(41.88425, -87.63245)"
"251610","5120 N Winthrop Ave","60640","Municipal","> 50,000 Sq Ft","2025","Uptown","3","48","41.97579","-87.65807","(41.97579, -87.65807)"
"251379","2722 S King Dr","60616","Commercial","> 50,000 Sq Ft","2027","Douglas","35","4","41.8438","-87.61827","(41.8438, -87.61827)"
"251714","2103 N Lamon Ave","60639","Municipal","> 50,000 Sq Ft","2025","Belmont Cragin","19","36","41.91902","-87.74788","(41.91902, -87.74788)"
"254978","1101 W Waveland Ave","60613","Commercial","> 50,000 Sq Ft","2024","Lake View","6","44","41.94895","-87.65701","(41.94895, -87.65701)"
"137642","800 N Kedzie Ave","60651","Commercial","> 50,000 Sq Ft","2025","Humboldt Park","23","27","41.89704","-87.70774","(41.89704, -87.70774)"
"200849","2850 N Sheridan Rd","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","44","41.93394","-87.63964","(41.93394, -87.63964)"
"256673","4845-4859 N Harding","60625","Residential","> 50,000 Sq Ft","2026","Albany Park","14","39","41.88425","-87.63245","(41.88425, -87.63245)"
"252328","5630 N Sheridan Ave","60660","Residential","> 250,000 Sq F","2025","Edgewater","77","48","41.98475","-87.65522","(41.98475, -87.65522)"
"175581","360 N State St","60654","Commercial","> 50,000 Sq Ft","2027","Near North Side","8","42","41.88898","-87.62804","(41.88898, -87.62804)"
"105484","5220 5224 N Kenmore Ave","60640","Residential","> 50,000 Sq Ft","2025","Edgewater","77","48","41.97223","-87.6646","(41.97223, -87.6646)"
"252310","917 W Eastwood Ave","60640","Residential","> 50,000 Sq Ft","2025","Uptown","3","46","41.96636","-87.65328","(41.96636, -87.65328)"
"101868","300 S Wacker Dr","60606","Commercial","> 250,000 Sq Ft","2027","Loop","32","42","41.87767","-87.63713","(41.87767, -87.63713)"
"239042","400 N Lasalle St","60654","Residential","> 250,000 Sq F","2027","Near North Side","8","42","41.88963","-87.63339","(41.88963, -87.63339)"
"251285","6300 N Ridge Ave","60660","Commercial","> 250,000 Sq Ft","2027","West Ridge","2","40","41.99564","-87.67579","(41.99564, -87.67579)"
"174167","660 676 W Irving Park Rd","60613","Residential","> 50,000 Sq Ft","2025","Uptown","3","46","41.95402","-87.66203","(41.95402, -87.66203)"
"251563","2524 S Central Ave","60623","Municipal","> 50,000 Sq Ft","2025","Austin","25","29","41.86989","-87.76432","(41.86989, -87.76432)"
"257115","633 S La Salle St","60605","Municipal","> 50,000 Sq Ft","2025","Loop","32","34","41.86926","-87.62626","(41.86926, -87.62626)"
"160419","6400 N Sherdian Rd","60626","Residential","> 250,000 Sq F","2027","Rogers Park","1","49","41.99842","-87.66123","(41.99842, -87.66123)"
"175733","540 N Lasalle St","60654","Commercial","> 50,000 Sq Ft","2025","Near North Side","8","42","41.89187","-87.63264","(41.89187, -87.63264)"
"175477","1617 1633 W Belmont Ave","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","32","41.93985","-87.65845","(41.93985, -87.65845)"
"103656","222 Merchandise Mart Plz","60654","Commercial","> 250,000 Sq Ft","2023","Near North Side","8","42","41.88799","-87.63534","(41.88799, -87.63534)"
"256553","2335 N Lincoln Ave","60614","Residential","> 250,000 Sq F","2027","Lincoln Park","7","43","41.9222","-87.64961","(41.9222, -87.64961)"
"160451","50 E Chestnut St","60611","Residential","> 50,000 Sq Ft","2027","Near North Side","8","42","41.8986","-87.62618","(41.8986, -87.62618)"
"158405","250 S Wacker Dr","60606","Commercial","> 250,000 Sq Ft","2024","Loop","32","42","41.87844","-87.63728","(41.87844, -87.63728)"
"159594","451 W Wrightwood Ave","60614","Residential","> 50,000 Sq Ft","2025","Lincoln Park","7","43","41.93048","-87.64109","(41.93048, -87.64109)"
"252124","2666 E 73rd St","60649","Residential","> 50,000 Sq Ft","2025","South Shore","43","7","41.76453","-87.55975","(41.76453, -87.55975)"
"105938","5235 S Harper Ct","60615","Commercial","> 250,000 Sq Ft","2025","Hyde Park","41","4","41.80012","-87.58905","(41.80012, -87.58905)"
"152408","735 745 W Garfield Blvd","60621","Residential","> 50,000 Sq Ft","2025","Englewood","68","20","41.77613","-87.64069","(41.77613, -87.64069)"
"260083","6930 6950 S South Shore Dr","60649","Residential","> 50,000 Sq Ft","2025","South Shore","43","5","41.76259","-87.57232","(41.76259, -87.57232)"
"101815","4845 4859 N Magnolia Ave","60640","Residential","> 50,000 Sq Ft","2025","Uptown","3","46","41.97223","-87.6646","(41.97223, -87.6646)"
"114008","4950 N Marine Dr","60640","Residential","> 250,000 Sq F","2027","Uptown","3","48","41.97276","-87.65158","(41.97276, -87.65158)"
"147871","4418 4424 N Clark St","60640","Residential","> 50,000 Sq Ft","2025","Uptown","3","47","41.97223","-87.6646","(41.97223, -87.6646)"
"250054","4747 S Union Ave","60609","Municipal","> 250,000 Sq Ft","2025","New City","61","11","41.80752","-87.6421","(41.80752, -87.6421)"
"251536","1340 W 71st St","60636","Municipal","> 50,000 Sq Ft","2025","West Englewood","67","6","41.76532","-87.65837","(41.76532, -87.65837)"
"159651","352 360 W Wellington Ave","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","44","41.93692","-87.63911","(41.93692, -87.63911)"
"173708","2756 2760 N Pine Grove Ave","60614","Residential","> 50,000 Sq Ft","2025","Lincoln Park","7","43","41.92201","-87.65462","(41.92201, -87.65462)"
"103640","1 N Lasalle St","60602","Commercial","> 250,000 Sq Ft","2027","Loop","32","42","41.88232","-87.632","(41.88232, -87.632)"
"174323","410  S Morgan St","60607","Residential","> 50,000 Sq Ft","2025","Near West Side","28","25","41.87399","-87.65168","(41.87399, -87.65168)"
"128007","7248 7256 N Western Ave","60645","Residential","> 50,000 Sq Ft","2025","West Ridge","2","50","42.0088","-87.69503","(42.0088, -87.69503)"
"254077","3021 S Michigan Ave","60616","Residential","> 50,000 Sq Ft","2025","Douglas","35","3","41.84586","-87.62921","(41.84586, -87.62921)"
"101871","123 N Wacker","60606","Commercial","> 250,000 Sq Ft","2024","Loop","32","42","41.88412","-87.6365","(41.88412, -87.6365)"
"160414","32 W Randolph St","60601","Residential","> 50,000 Sq Ft","2026","Loop","32","42","41.88504","-87.629","(41.88504, -87.629)"
"175371","1783 1791 W Howard St","60626","Residential","> 50,000 Sq Ft","2025","Rogers Park","1","49","42.01036","-87.6683","(42.01036, -87.6683)"
"175357","610 N Fairbanks Ct","60611","Commercial","> 50,000 Sq Ft","2025","Near North Side","8","42","41.89279","-87.62029","(41.89279, -87.62029)"
"256797","1135 W Sheridan Rd","60660","Residential","> 50,000 Sq Ft","2025","Edgewater","77","48","41.88425","-87.63245","(41.88425, -87.63245)"
"250120","1401 S California Ave","60608","Commercial","> 50,000 Sq Ft","2027","North Lawndale","29","28","41.86251","-87.69576","(41.86251, -87.69576)"
"101804","401 N Michigan Ave","60611","Commercial","> 250,000 Sq Ft","2025","Near North Side","8","42","41.88961","-87.62298","(41.88961, -87.62298)"
"254225","1250 W 119th St","60643","Commercial","> 50,000 Sq Ft","2026","West Pullman","53","34","41.67769","-87.65285","(41.67769, -87.65285)"
"104261","500  W Belmont Ave","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","44","41.93985","-87.65845","(41.93985, -87.65845)"
"121038","163 W 87th St","60620","Commercial","> 50,000 Sq Ft","2025","Chatham","44","21","41.73499","-87.62901","(41.73499, -87.62901)"
"260116","3812  S Michigan Ave","60653","Residential","> 50,000 Sq Ft","2025","Douglas","35","3","41.82021","-87.61247","(41.82021, -87.61247)"
"253984","311 W Superior St","60654","Commercial","> 50,000 Sq Ft","2025","Near North Side","8","42","41.89158","-87.63784","(41.89158, -87.63784)"
"257113","210 N Aberdeen St","60607","Residential","> 250,000 Sq F","2025","Near West Side","28","27","41.88321","-87.65877","(41.88321, -87.65877)"
"172541","1631  S Michigan Ave","60616","Residential","> 50,000 Sq Ft","2025","Near South Side","33","3","41.8455","-87.63056","(41.8455, -87.63056)"
"113745","360 W Illinois St","60654","Residential","> 250,000 Sq F","2024","Near North Side","8","42","41.89076","-87.63753","(41.89076, -87.63753)"
"254012","4721 4729 S Ellis St","60615","Residential","> 50,000 Sq Ft","2025","Kenwood","39","4","41.80224","-87.60352","(41.80224, -87.60352)"
"254065","1345 S Wabash Ave","60605","Residential","> 50,000 Sq Ft","2025","Near South Side","33","3","41.86842","-87.62414","(41.86842, -87.62414)"
"175479","5856 5860 N Broadway","60660","Residential","> 50,000 Sq Ft","2025","Edgewater","77","48","41.9909","-87.66661","(41.9909, -87.66661)"
"257195","2128 S Tan Ct","60616","Residential","> 50,000 Sq Ft",,"Armour Square","34","11","41.84665","-87.62703","(41.84665, -87.62703)"
"101675","5615 N Cumberland Ave","60631","Commercial","> 250,000 Sq Ft","2025","Norwood Park","10","41","41.98187","-87.83561","(41.98187, -87.83561)"
"251394","6140 S Melvina Ave","60638","Municipal","> 50,000 Sq Ft","2025","Clearing","64","13","41.77825","-87.77899","(41.77825, -87.77899)"
"255004","3137 S Federal St","60616","Commercial","> 50,000 Sq Ft","2025","Douglas","35","3","41.83749","-87.62889","(41.83749, -87.62889)"
"252024","9535 S Loomis St","60643","Commercial","> 50,000 Sq Ft","2027","Washington Heights","73","21","41.72019","-87.65672","(41.72019, -87.65672)"
"251524","3630 S Wells St","60609","Municipal","> 50,000 Sq Ft","2025","Armour Square","34","11","41.82818","-87.63325","(41.82818, -87.63325)"
"102587","13100 S Carver Dr","60827","Municipal","> 250,000 Sq Ft","2025","Riverdale","54","9","41.65756","-87.59212","(41.65756, -87.59212)"
"156609","1360 N Ashland Ave","60622","Commercial","> 50,000 Sq Ft","2026","West Town","24","1","41.90656","-87.66882","(41.90656, -87.66882)"
"100448","198 E Delaware Pl","60611","Residential","> 250,000 Sq F","2026","Near North Side","8","2","41.89956","-87.62215","(41.89956, -87.62215)"
"159123","1516 N State Pkwy","60610","Residential","> 50,000 Sq Ft","2025","Near North Side","8","2","41.90998","-87.62926","(41.90998, -87.62926)"
"256831","2111 S Wabash Ave","60654","Residential","> 250,000 Sq F","2025","Near South Side","33","3","41.89238","-87.63491","(41.89238, -87.63491)"
"117311","6130  N Sheridan Rd","60660","Commercial","> 50,000 Sq Ft","2027","Edgewater","77","48","41.9909","-87.66661","(41.9909, -87.66661)"
"254387","707 N Wells St","60654","Residential","> 50,000 Sq Ft","2027","Near North Side","8","42","41.89217","-87.63414","(41.89217, -87.63414)"
"251561","1707 W Morse Ave","60626","Municipal","> 50,000 Sq Ft","2025","Rogers Park","1","49","42.00736","-87.67273","(42.00736, -87.67273)"
"160262","2960 S Federal St","60616","Residential","> 250,000 Sq F","2027","Douglas","35","3","41.84018","-87.62932","(41.84018, -87.62932)"
"172114","59 W North Blvd","60610","Commercial","> 50,000 Sq Ft","2025","Near North Side","8","2","41.91076","-87.63124","(41.91076, -87.63124)"
"254357","2012 W 17th St","60608","Residential","> 50,000 Sq Ft","2027","Near West Side","28","25","41.85935","-87.65347","(41.85935, -87.65347)"
"168367","600 S Federal St","60605","Commercial","> 250,000 Sq Ft","2027","Loop","32","4","41.8743","-87.62995","(41.8743, -87.62995)"
"257135","948 W Sunnyside Ave","60640","Residential","> 50,000 Sq Ft","2025","Uptown","3","46","41.96953","-87.65617","(41.96953, -87.65617)"
"175973","1940 1960 W Hood Ave","60660","Residential","> 50,000 Sq Ft","2025","West Ridge","2","40","41.9909","-87.66661","(41.9909, -87.66661)"
"251649","8716 S Wallace St","60620","Municipal","> 50,000 Sq Ft","2025","Auburn Gresham","71","21","41.73526","-87.63951","(41.73526, -87.63951)"
"251893","6525 N Hiawatha Ave","60646","Municipal","> 50,000 Sq Ft","2025","Forest Glen","12","41","41.99945","-87.76118","(41.99945, -87.76118)"
"252078","5025 S St Louis","60632","Commercial","> 50,000 Sq Ft","2025","Gage Park","63","14","41.80806","-87.71098","(41.80806, -87.71098)"
"114252","607  W Wrightwood Ave","60614","Residential","> 50,000 Sq Ft","2026","Lincoln Park","7","43","41.92201","-87.65462","(41.92201, -87.65462)"
"100395","7500 S Pulaski Ave","60652","Commercial","> 250,000 Sq Ft","2025","West Lawn","65","18","41.75629","-87.72224","(41.75629, -87.72224)"
"175334","51  N Central Ave","60644","Residential","> 50,000 Sq Ft","2025","Austin","25","29","41.88039","-87.75827","(41.88039, -87.75827)"
"251286","101 W Grand Ave","60654","Commercial","> 50,000 Sq Ft","2027","Near North Side","8","42","41.8916","-87.63123","(41.8916, -87.63123)"
"254513","625 W Division St","60610","Residential","> 250,000 Sq F","2027","Near North Side","8","27","41.90412","-87.63142","(41.90412, -87.63142)"
"160157","2545 W Diversey Ave","60647","Commercial","> 250,000 Sq Ft","2024","Logan Square","22","32","41.93163","-87.69189","(41.93163, -87.69189)"
"250138","500 E 51st St","60615","Commercial","> 250,000 Sq Ft","2025","Grand Boulevard","38","3","41.80217","-87.61399","(41.80217, -87.61399)"
"251943","1825 W Lawrence Ave","60640","Commercial","> 50,000 Sq Ft","2025","Lincoln Square","4","47","41.96854","-87.67576","(41.96854, -87.67576)"
"103628","1000 W Fulton St","60607","Commercial","> 250,000 Sq Ft","2027","Near West Side","28","27","41.88678","-87.65228","(41.88678, -87.65228)"
"113335","2024 2030 S Wabash Ave","60616","Residential","> 50,000 Sq Ft","2027","Near South Side","33","3","41.8455","-87.63056","(41.8455, -87.63056)"
"244102","800 S Wells St","60607","Commercial","> 250,000 Sq Ft","2025","Loop","32","25","41.87142","-87.63422","(41.87142, -87.63422)"
"255010","949 N Elston Ave","60642","Commercial","> 250,000 Sq Ft","2025","West Town","24","27","41.89963","-87.65662","(41.89963, -87.65662)"
"250002","2800 S Western Ave","60608","Commercial","> 250,000 Sq Ft","2025","Lower West Side","31","25","41.841","-87.68628","(41.841, -87.68628)"
"251555","4520 S Kedzie Ave","60632","Municipal","> 50,000 Sq Ft","2025","Brighton Park","58","14","41.81093","-87.70442","(41.81093, -87.70442)"
"113933","6927 6939 S Crandon Ave","60649","Residential","> 50,000 Sq Ft","2025","South Shore","43","5","41.76259","-87.57232","(41.76259, -87.57232)"
"251525","223 N Keeler Ave","60624","Municipal","> 50,000 Sq Ft","2025","West Garfield Park","26","28","41.88386","-87.73026","(41.88386, -87.73026)"
"121774","1232 W North Ave","60642","Commercial","> 50,000 Sq Ft","2025","West Town","24","2","41.91163","-87.65851","(41.91163, -87.65851)"
"255938","822 N Clark St","60610","Commercial","> 50,000 Sq Ft","2025","Near North Side","8","2","41.90563","-87.63224","(41.90563, -87.63224)"
"251677","3116 W Belden Ave","60647","Municipal","> 50,000 Sq Ft","2027","Logan Square","22","32","41.92353","-87.7053","(41.92353, -87.7053)"
"111633","2130  N Lincoln Park West","60614","Residential","> 50,000 Sq Ft","2025","Lincoln Park","7","43","41.92201","-87.65462","(41.92201, -87.65462)"
"251515","2801 W Adams","60612","Municipal","> 50,000 Sq Ft","2025","East Garfield Park","27","27","41.87832","-87.69631","(41.87832, -87.69631)"
"251373","2233 W Ohio St","60612","Municipal","> 50,000 Sq Ft","2025","West Town","24","26","41.89197","-87.68318","(41.89197, -87.68318)"
"175837","220  E Garfield Blvd","60615","Residential","> 50,000 Sq Ft","2025","Washington Heights","73","3","41.80224","-87.60333","(41.80224, -87.60333)"
"254015","5801 N Pulaski Rd - Bldg G","60646","Commercial","> 50,000 Sq Ft","2025","North Park","13","39","41.99959","-87.77148","(41.99959, -87.77148)"
"250109","4227 S Oakenwald Ave","60653","Residential","> 50,000 Sq Ft","2027","Oakland","36","4","41.81752","-87.59735","(41.81752, -87.59735)"
"157955","720 S Michigan Ave","60605","Residential","> 250,000 Sq F","2026","Loop","32","4","41.87251","-87.62511","(41.87251, -87.62511)"
"172145","6410 - 6428 S Dante Ave","60637","Commercial","> 50,000 Sq Ft","2027","Woodlawn","42","20","41.7778","-87.59018","(41.7778, -87.59018)"
"112622","5918  N Kenmore Ave","60660","Residential","> 50,000 Sq Ft","2025","Edgewater","77","48","41.9909","-87.66661","(41.9909, -87.66661)"
"252048","5801 S Ellis Ave","60637","Commercial","> 50,000 Sq Ft","2027","Hyde Park","41","5","41.78958","-87.60093","(41.78958, -87.60093)"
"159494","7262 W Peterson Ave","60631","Residential","> 250,000 Sq F","2025","Norwood Park","10","41","41.99091","-87.81067","(41.99091, -87.81067)"
"256528","710 W 14th St","60607","Residential","> 50,000 Sq Ft","2025","Near West Side","28","11","41.86387","-87.64682","(41.86387, -87.64682)"
"118872","2630 N Narragansett Ave","60639","Commercial","> 250,000 Sq Ft","2026","Belmont Cragin","19","36","41.92792","-87.78565","(41.92792, -87.78565)"
"134895","1357 1367 N Dearborn St","60610","Commercial","> 50,000 Sq Ft","2025","Near North Side","8","2","41.90754","-87.63005","(41.90754, -87.63005)"
"251289","1164 W Madison","60607","Residential","> 250,000 Sq F","2025","Near West Side","28","25","41.88195","-87.65691","(41.88195, -87.65691)"
"254570","7347 7365 Sheridan Rd","60626","Residential","> 50,000 Sq Ft","2025","Rogers Park","1","49","42.0066","-87.66729","(42.0066, -87.66729)"
"251686","8914 S Buffalo Ave","60617","Municipal","> 50,000 Sq Ft","2025","South Chicago","46","10","41.733","-87.54483","(41.733, -87.54483)"
"101551","301 E Cermak Rd","60616","Commercial","> 250,000 Sq Ft","2025","Armour Square","34","25","41.8526","-87.62055","(41.8526, -87.62055)"
"156772","401 S Lasalle St","60605","Commercial","> 50,000 Sq Ft","2025","Loop","32","4","41.87574","-87.63135","(41.87574, -87.63135)"
"256489","640 N Wells","60654","Residential","> 250,000 Sq F","2025","Near North Side","8","42","41.8915","-87.63469","(41.8915, -87.63469)"
"256574","7134 W 65th St","60638","Commercial","> 50,000 Sq Ft","2027","Clearing","64","23","41.78638","-87.77058","(41.78638, -87.77058)"
"172065","8101 8141 S Cicero Ave","60652","Commercial","> 50,000 Sq Ft","2027","Ashburn","70","18","41.74476","-87.74025","(41.74476, -87.74025)"
"239016","160 E Illinois St","60611","Residential","> 250,000 Sq F","2025","Near North Side","8","42","41.891","-87.62278","(41.891, -87.62278)"
"152378","4901 4913 S Drexel Blvd","60615","Residential","> 50,000 Sq Ft","2027","Kenwood","39","4","41.80224","-87.60333","(41.80224, -87.60333)"
"251560","3434 W 77th St","60652","Municipal","> 50,000 Sq Ft","2025","Ashburn","70","18","41.75376","-87.70893","(41.75376, -87.70893)"
"251502","5650 N Mozart St","60659","Municipal","> 50,000 Sq Ft","2025","West Ridge","2","40","41.98455","-87.70129","(41.98455, -87.70129)"
"114291","2912 2914 N Commonwealth Ave","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","44","41.93985","-87.65845","(41.93985, -87.65845)"
"100485","1900 1910 W Farwell Ave","60626","Residential","> 50,000 Sq Ft","2025","Rogers Park","1","49","42.01036","-87.6683","(42.01036, -87.6683)"
"160270","520 N Kingsbury St","60654","Residential","> 250,000 Sq F","2027","Near North Side","8","42","41.89102","-87.64009","(41.89102, -87.64009)"
"256676","560-648 W 16th Street","60616","Residential","> 50,000 Sq Ft","2026","Near West Side","28","25","41.88425","-87.63245","(41.88425, -87.63245)"
"255014","228 E Ontario St","60611","Residential","> 50,000 Sq Ft","2025","Near North Side","8","42","41.8934","-87.62146","(41.8934, -87.62146)"
"159419","2801 S King Dr","60616","Residential","> 250,000 Sq F","2027","Douglas","35","4","41.84364","-87.61673","(41.84364, -87.61673)"
"254043","4040 N Oakley St","60618","Residential","> 50,000 Sq Ft","2025","North Center","5","47","41.94662","-87.70269","(41.94662, -87.70269)"
"172055","6727 S California Ave","60629","Commercial","> 50,000 Sq Ft","2027","Chicago Lawn","66","17","41.77105","-87.69248","(41.77105, -87.69248)"
"158307","720 N Larrabee St","60654","Residential","> 250,000 Sq F","2024","Near North Side","8","42","41.89517","-87.64336","(41.89517, -87.64336)"
"251319","4660 W Irving Park Rd","60641","Commercial","> 50,000 Sq Ft","2027","Portage Park","15","45","41.95551","-87.74485","(41.95551, -87.74485)"
"251797","3534 W Van Buren","60624","Commercial","> 50,000 Sq Ft","2024","East Garfield Park","27","28","41.87544","-87.7142","(41.87544, -87.7142)"
"160355","1133 N Dearborn St","60610","Residential","> 250,000 Sq F","2027","Near North Side","8","2","41.90284","-87.62951","(41.90284, -87.62951)"
"251417","2745 W Roosevelt Rd","60608","Municipal","> 50,000 Sq Ft","2025","North Lawndale","29","28","41.86604","-87.69547","(41.86604, -87.69547)"
"252250","840 850 W Argyle St","60640","Residential","> 50,000 Sq Ft","2025","Uptown","3","48","41.97339","-87.65198","(41.97339, -87.65198)"
"102270","2700 2714 N Spaulding Ave","60647","Residential","> 50,000 Sq Ft","2027","Logan Square","22","35","41.92075","-87.70153","(41.92075, -87.70153)"
"235739","1000 N Lake Shore Plz","60611","Residential","> 250,000 Sq F","2027","Near North Side","8","42","41.90098","-87.62428","(41.90098, -87.62428)"
"110854","845  N Kingsbury","60610","Residential","> 50,000 Sq Ft","2025","Near North Side","8","27","41.90375","-87.63559","(41.90375, -87.63559)"
"173915","5500  S Shore Dr","60637","Residential","> 50,000 Sq Ft","2025","Hyde Park","41","5","41.78046","-87.60531","(41.78046, -87.60531)"
"243071","1620 S Michigan Ave","60616","Residential","> 250,000 Sq F","2026","Near South Side","33","3","41.85946","-87.6243","(41.85946, -87.6243)"
"254069","5924 N Lincoln Ave","60659","Residential","> 50,000 Sq Ft","2024","West Ridge","2","40","41.99047","-87.70487","(41.99047, -87.70487)"
"251316","1763 W Howard St","60626","Commercial","> 50,000 Sq Ft","2026","Rogers Park","1","49","42.01937","-87.67528","(42.01937, -87.67528)"
"117014","6045  W Grand Ave","60639","Commercial","> 50,000 Sq Ft","2025","Belmont Cragin","19","36","41.92039","-87.75617","(41.92039, -87.75617)"
"254114","3600 N Halsted St","60613","Residential","> 50,000 Sq Ft","2025","Lake View","6","44","41.9474","-87.64964","(41.9474, -87.64964)"
"250071","900 N Hudson","60610","Residential","> 50,000 Sq Ft","2027","Near North Side","8","27","41.89868","-87.64022","(41.89868, -87.64022)"
"256809","633 W North Ave","60610","Residential","> 250,000 Sq F","2027","Near North Side","8","2","41.90423","-87.63823","(41.90423, -87.63823)"
"156999","8101 S Lasalle St","60620","Municipal","> 50,000 Sq Ft","2025","Chatham","44","21","41.74666","-87.6276","(41.74666, -87.6276)"
