"OSEBuildingID","DataYear","BuildingName","BuildingType","TaxParcelIdentificationNumber","Address","City","State","ZipCode","Latitude","Longitude","Neighborhood","CouncilDistrictCode","YearBuilt","NumberofFloors","NumberofBuildings","PropertyGFATotal","PropertyGFABuildings","PropertyGFAParking","SelfReportGFATotal","SelfReportGFABuildings","SelfReportParking","ENERGYSTARScore","SiteEUIWN(kBtu/sf)","SiteEUI(kBtu/sf)","SiteEnergyUse(kBtu)","SiteEnergyUseWN(kBtu)","SourceEUIWN(kBtu/sf)","SourceEUI(kBtu/sf)","EPAPropertyType","LargestPropertyUseType","LargestPropertyUseTypeGFA","SecondLargestPropertyUseType","SecondLargestPropertyUseTypeGFA","ThirdLargestPropertyUseType","ThirdLargestPropertyUseTypeGFA","Electricity(kWh)","SteamUse(kBtu)","NaturalGas(therms)","ComplianceStatus","ComplianceIssue","Electricity(kBtu)","NaturalGas(kBtu)","TotalGHGEmissions","GHGEmissionsIntensity","Demolished"
"25452","2023","CHANDLERS COVE- INACTIVE (Under 20K minus parking GFA)","NonResidential","4088803045","901 FAIRVIEW AVE N","SEATTLE","WA","98109","47.62774","-122.33384","LAKE UNION","7","1988","2","1","34,639","19,237","15,402","0","0","0",,"43.90000153","43.90000153","1,887,362","1,890,732","121.5","121.1999969","Mixed Use Property","Restaurant","23,373","NA",,"NA",,"541,855",,"386","Compliant","No Issue","1,848,811","38,550","12.8","0.66","false"
"25457","2023","WORLD SPORTS GRILLE","NonResidential","4088803510","731 WESTLAKE AVE N","SEATTLE","WA","98109","47.62643","-122.33946","MAGNOLIA / QUEEN ANNE","7","1921","2","1","26,300","26,300","0","26,300","26,300","0",,"108.4000015","105.6999969","2,778,888","2,851,517","192.3000031","183.5","Other - Entertainment/Public Assembly","Other - Entertainment/Public Assembly","26,300","NA",,"NA",,"319,476",,"16,888","Compliant","No Issue","1,090,051","1,688,840","95.8","3.64","false"
"25461","2023","CHINA HARBOR RESTURANT & MARINA","NonResidential","4088803835","2040 WESTLAKE AVE N","SEATTLE","WA","98109","47.63734","-122.33988","LAKE UNION","7","1962","2","1","34,072","34,072","0","34,072","34,072","0",,"120.1999969","129.3000031","4,404,086","4,096,378","221.1000061","237.3000031","Restaurant","Restaurant","34,072","NA",,"NA",,"579,577",,"24,266","Compliant","No Issue","1,977,515","2,426,570","140.1","4.11","false"
"25462","2023","OFFICE / MARINA","NonResidential","4088803945","1848 WESTLAKE AVE N","SEATTLE","WA","98109","47.63614","-122.33982","LAKE UNION","7","1949","3","1","23,355","23,355","0","21,915","21,915","0","72","33.59999847","33.59999847","736,718","736,718","94.09999847","94.09999847","Office","Office","21,915","NA",,"NA",,"215,920",,,"Compliant","No Issue","736,718",,"4.3","0.18","false"
"25464","2023","WATERWORKS OFFICE & MARINA","NonResidential","4088803975","1818 WESTLAKE AVE N","SEATTLE","WA","98109","47.63575","-122.33895","LAKE UNION","7","1965","4","1","30,840","30,840","0","30,840","30,840","0","14","133.3000031","145","4,472,336","4,110,758","252.8999939","269.5","Office","Office","29,660","Restaurant","1,180","NA",,"605,483",,"24,064","Compliant","No Issue","2,065,908","2,406,430","139.5","4.52","false"
"25466","2023","CENVEO COLORGRAPHICS","NonResidential","7134300390","1421 S DEAN ST","SEATTLE","WA","98144","47.59491","-122.31259","GREATER DUWAMISH","2","1952","1",,"35,003","35,003","0","35,997","35,997","0","16","32.09999847","33.59999847","1,209,428","1,156,298","76.80000305","78.90000153","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","35,997","NA",,"NA",,"263,268",,"3,112","Compliant","No Issue","898,269","311,160","21.7","0.62","false"
"25471","2023","NATIONAL BARRICADE","NonResidential","7169200020","6518 RAVENNA AVE NE","SEATTLE","WA","98115","47.67642","-122.3035","NORTHEAST","4","1946","1","1","20,332","20,332","0","0","0","0",,,,,,,,"Other","Other","20,332","NA",,"NA",,"54,357",,,"Not Compliant","Missing EUI, Incomplete Fuel Data","185,467",,"1.1","0.05","false"
"25474","2023","VARSITY I (2300 NE 65TH)","Multifamily LR (1-4)","7169200125","2300 NE 65TH ST","SEATTLE","WA","98115","47.67594","-122.30247","NORTHEAST","4","2003","4","1","30,315","21,518","8,797","29,920","21,123","8,797","24","44.70000076","45","950,244","943,535","125.0999985","126","Multifamily LR (1-4)","Multifamily Housing","18,823","Parking","8,797","Restaurant","1,500","278,500",,,"Compliant","No Issue","950,243",,"5.5","0.26","false"
"25475","2023","VARSITY II (2316 NE 65TH)","Multifamily LR (1-4)","7169200230","2316 NE 65TH ST","SEATTLE","WA","98115","47.67598","-122.30201","NORTHEAST","4","2005","4","1","30,918","19,807","11,111","30,918","19,807","11,111","24","49.20000076","48.20000076","954,164","975,038","137.8000031","134.8999939","Multifamily LR (1-4)","Multifamily Housing","17,322","Parking","11,111","Restaurant","2,485","279,650",,,"Compliant","No Issue","954,164",,"5.5","0.28","false"
"25479","2023","RAVENNA HOUSE CONDOMINIUM","Multifamily LR (1-4)","7170600000","2211 NE 54TH ST","SEATTLE","WA","98105","47.66768","-122.3037","NORTHEAST","4","1978","3","1","20,390","20,390","0","20,390","20,390","0",,"22.29999924","23.10000038","470,660","455,397","62.5","64.59999847","Multifamily LR (1-4)","Multifamily Housing","20,390","NA",,"NA",,"137,943",,,"Compliant","No Issue","470,660",,"2.7","0.13","false"
"25490","2023","IDA CULVER - RAVENNA","Multifamily LR (1-4)","7173700480","2315 NE 65TH ST","SEATTLE","WA","98115","47.67559","-122.30168","NORTHEAST","4","1949","3","1","99,941","90,383","9,558","90,383","90,383","0","89","56.20000076","60","5,424,723","5,082,655","100.4000015","104.6999969","Senior Living Community","Senior Living Community","90,383","NA",,"NA",,"630,906",,"32,721","Compliant","No Issue","2,152,651","3,272,070","185.9","2.06","false"
"25491","2023","SAXE APTS","Multifamily LR (1-4)","7173700650","2402 NE 65TH ST","SEATTLE","WA","98115","47.67604","-122.30141","NORTHEAST","4","2005","4","1","46,137","33,869","0","50,385","38,882","11,503","38","51.09999847","51.59999847","2,005,616","1,985,272","103.4000015","101.6999969","Multifamily LR (1-4)","Multifamily Housing","35,657","Parking","11,503","Restaurant","3,225","309,465",,"9,497","Compliant","No Issue","1,055,896","949,720","56.5","1.67","false"
"25511","2023","WASHINGTON ARMS CONDOMINIUM","Multifamily LR (1-4)","9178900000","1065 E PROSPECT ST","SEATTLE","WA","98102","47.6284","-122.31843","EAST","3","1920","3","1","21,672","21,672","0","21,672","21,672","0",,"59.90000153","62.5","1,353,644","1,297,772","79.19999695","81.90000153","Multifamily LR (1-4)","Multifamily Housing","21,672","NA",,"NA",,"59,347",,"11,512","Compliant","No Issue","202,492","1,151,150","62.2","2.87","false"
"25513","2023","ST THERESE PARISH","NonResidential","9184700280","924 35TH AVE","SEATTLE","WA","98122","47.61118","-122.288","CENTRAL","3","1900","1","1","21,850","21,850","0","21,850","21,850","0","92","13.89999962","14.39999962","314,050","303,232","19.60000038","20.29999924","Worship Facility","Worship Facility","21,850","NA",,"NA",,"18,978",,"2,493","Compliant","No Issue","64,751","249,300","13.6","0.62","false"
"25514","2023","WASHINGTON PARK TOWERS CONDOMINIUM","Multifamily HR (10+)","9186700000","1620 43RD AVE E","SEATTLE","WA","98112","47.63383","-122.27624","EAST","3","1969","23","1","146,102","146,102","0","93,651","93,651","0","16","55.59999847","56.90000153","5,331,530","5,206,683","123.9000015","126.8000031","Multifamily HR (10+)","Multifamily Housing","93,651","NA",,"NA",,"1,051,310",,"17,445","Compliant","No Issue","3,587,070","1,744,460","113.3","0.78","false"
"25522","2023","YOUTHCARE","NonResidential","9191201460","2500 NE 54TH ST","SEATTLE","WA","98105","47.66827","-122.29978","NORTHEAST","4","1997","4","1","32,282","25,297","6,985","32,282","25,297","6,985",,,,,,,,"Mixed Use Property","Multifamily Housing","12,600","Parking","6,985","Other","6,576","146,249",,,"Not Compliant","Missing EUI, Incomplete Fuel Data","499,002",,"2.9","0.11","false"
"25524","2023","WATERFORD NORTH CONDOMINIUM","Multifamily LR (1-4)","9195300000","411 N 90TH ST","SEATTLE","WA","98103","47.694","-122.35348","NORTHWEST","5","1987","4","1","36,538","36,538","0","38,686","38,686","0","89","23.29999924","23.70000076","916,564","903,183","65.40000153","66.30000305","Multifamily LR (1-4)","Multifamily Housing","38,686","NA",,"NA",,"268,630",,,"Compliant","No Issue","916,564",,"5.3","0.15","false"
"25526","2023","WATERFRONT AT ALKI BEACH CONDOMINIUM","Multifamily MR (5-9)","9195800000","1170 ALKI AVE SW","SEATTLE","WA","98116","47.59454","-122.38774","SOUTHWEST","1","1996","6","1","43,222","43,222","0","43,222","43,222","0","89","34.40000153","35.5","1,533,531","1,487,812","65.90000153","67.40000153","Multifamily MR (5-9)","Multifamily Housing","43,222","NA",,"NA",,"218,437",,"7,882","Compliant","No Issue","745,307","788,220","46.1","1.07","false"
"25527","2023","WATERFRONT LANDINGS CONDOMINIUM","Multifamily MR (5-9)","9195870000","2000 ALASKAN WAY","SEATTLE","WA","98121","47.61005","-122.34561","DOWNTOWN","7","1997","5","3","301,229","301,229","0","301,229","301,229","0","86","35.70000076","35.70000076","10,748,295","10,748,295","80.59999847","80.59999847","Multifamily MR (5-9)","Multifamily Housing","301,229","NA",,"NA",,"2,176,499",,"33,221","Compliant","No Issue","7,426,215","3,322,080","219.1","0.73","false"
"25528","2023","WATERFRONT PLACE BUILDING MIXED USE CONDOMINIUM","NonResidential","9195900000","1009 WESTERN AVE","SEATTLE","WA","98104","47.60449","-122.33803","DOWNTOWN","7","1983","13","1","307,557","224,493","83,064","299,853","216,789","83,064","69","51.20000076","52","11,272,123","11,092,717","142.3999939","144.6999969","Office","Office","178,269","Parking","83,064","Multifamily Housing","38,520","3,267,295","124,113",,"Compliant","No Issue","11,148,011",,"74.7","0.33","false"
"25529","2023","UNIVERSITY PLAZA CONDOMINIUM","Multifamily HR (10+)","8825300000","4540 8TH AVE NE","SEATTLE","WA","98105","47.66289","-122.31882","NORTHEAST","4","1974","23","1","169,565","169,565","0","201,565","134,565","67,000","51","49.29999924","49.70000076","6,689,922","6,630,732","125.5999985","126.9000015","Multifamily HR (10+)","Multifamily Housing","134,565","Parking","35,000","Swimming Pool",,"1,682,545",,"9,491","Compliant","No Issue","5,740,844","949,080","83.6","0.49","false"
"25530","2023","WATER'S EDGE","Multifamily MR (5-9)","9197580000","9530 RAINIER AVE S","SEATTLE","WA","98118","47.52058","-122.26028","SOUTHEAST","2","1964","5","1","20,967","20,967","0","20,967","20,967","0","92","23.79999924","24.29999924","510,389","498,707","66.59999847","68.19999695","Multifamily MR (5-9)","Multifamily Housing","20,967","NA",,"NA",,"149,586",,,"Compliant","No Issue","510,389",,"3","0.14","false"
"25531","2023","WATERSIDE AT ALKI BEACH CONDOMINIUM","Multifamily MR (5-9)","9197900000","1550 ALKI AVE SW","SEATTLE","WA","98116","47.58946","-122.39376","SOUTHWEST","1","1994","6","1","44,188","44,188","0","44,188","44,188","0","99","29.70000076","28.70000076","1,270,192","1,312,882","61.90000153","59","Multifamily MR (5-9)","Multifamily Housing","44,188","NA",,"NA",,"213,022",,"5,434","Compliant","No Issue","726,830","543,360","33","0.75","false"
"25537","2023","FREMONT BRIDGE MINI-STORAGE","NonResidential","5244800055","319 NICKERSON ST","SEATTLE","WA","98109","47.64633","-122.3508","MAGNOLIA / QUEEN ANNE","7","1918","2","1","28,309","28,309","0","28,309","28,309","0",,"21.5","22.39999962","634,282","608,939","35.90000153","36.90000153","Self-Storage Facility","Self-Storage Facility","28,309","NA",,"NA",,"63,322",,"4,182","Compliant","No Issue","216,056","418,230","23.4","0.83","false"
"25540","2023","BEST WESTERN PIONEER SQUARE HOTEL","NonResidential","5247800005","75 YESLER WAY","SEATTLE","WA","98104","47.60154","-122.3352","DOWNTOWN","1","1914","4","1","45,500","45,500","0","45,500","45,500","0","86","60.5","60.90000153","2,768,688","2,754,852","104.3000031","105.0999985","Hotel","Hotel","45,500","NA",,"NA",,"283,149","1,206,428","5,962","Compliant","No Issue","966,103","596,160","134.9","2.97","false"
"25541","2023","MAYNARD BUILDING","NonResidential","5247800035","119 1ST AVE S","SEATTLE","WA","98104","47.60106","-122.33458","DOWNTOWN","1","1900","5","1","38,376","38,376","0","31,667","31,667","0","21","52.79999924","52.79999924","1,672,682","1,672,682","147.8999939","147.8999939","Office","Office","31,667","NA",,"NA",,"490,235",,,"Compliant","No Issue","1,672,682",,"9.7","0.25","false"
"25542","2023","TERRY DENNY BUILDING/NORTHERN HOTEL","Multifamily MR (5-9)","5247800041","111 1ST AVE S","SEATTLE","WA","98104","47.60128","-122.33456","DOWNTOWN","1","1900","6","1","78,779","67,235","0","90,323","78,779","11,544","77","25.10000038","25.5","2,009,507","1,974,428","55.59999847","56.90000153","Multifamily MR (5-9)","Multifamily Housing","78,779","Parking","11,544","NA",,"397,145",,"6,544","Compliant","No Issue","1,355,060","654,450","42.5","0.63","false"
"25543","2023","GATZERT AND SCHWABACHER BUILDING","NonResidential","5247800046","103 1ST AVE S","SEATTLE","WA","98104","47.60149","-122.33458","DOWNTOWN","1","1900","4","1","42,804","42,804","0","42,804","42,804","0",,"47","47.40000153","1,455,907","1,441,750","93","94.30000305","Office","Office","24,120","Retail Store","6,583","NA",,"228,939",,"6,748","Compliant","No Issue","781,139","674,770","40.3","0.94","false"
"25546","2023","COMPASS HOUSING ALLIANCE","NonResidential","5247800080","210 ALASKAN WAY S","SEATTLE","WA","98104","47.6005","-122.33514","DOWNTOWN","1","2005","5","1","57,600","49,600","0","64,716","64,716","0","36","101.4000015","102.5999985","5,907,150","5,843,120","171.3999939","172.5","Office","Office","57,600","Multifamily Housing","22,302","Food Service","13,000","625,603",,"37,726","Compliant","No Issue","2,134,557","3,772,590","212.3","4.28","false"
"25547","2023","OK HOTEL APTS","Multifamily MR (5-9)","5247800090","212 ALASKAN WAY S","SEATTLE","WA","98104","47.60038","-122.33517","DOWNTOWN","1","1914","5","1","42,534","42,534","0","42,534","42,534","0","80","43.5","43.79999924","1,863,644","1,848,207","81.09999847","81.5","Multifamily MR (5-9)","Multifamily Housing","42,534","NA",,"NA",,"253,018",,"10,004","Compliant","No Issue","863,296","1,000,350","58","1.36","false"
"25548","2023","NEW ENGLAND BUILDING","NonResidential","5247800105","219 1ST AVE S","SEATTLE","WA","98104","47.60023","-122.33459","DOWNTOWN","1","1900","4","1","33,300","33,300","0","33,300","33,300","0",,"33.70000076","34.79999924","1,159,112","1,122,561","69.09999847","70.30000305","Office","Office","26,639","Restaurant","2,820","Retail Store","2,377","188,064",,"5,174","Compliant","No Issue","641,676","517,440","31.1","0.94","false"
"25554","2023","C & H COMPANY (STORAGE WAREHOUSE)","NonResidential","5247800140","304 ALASKAN WAY S","SEATTLE","WA","98104","47.59976","-122.33514","DOWNTOWN","1","1900","3","1","22,200","22,200","0","22,200","22,200","0",,"11.5","11.89999962","264,856","255,430","14.69999981","15.10000038","Other","Other","22,200","NA",,"NA",,"9,732",,"2,316","Compliant","No Issue","33,205","231,650","12.5","0.56","false"
"25563","2023","NAUTICAL LANDING","NonResidential","4088804350","2500 WESTLAKE AVE N","SEATTLE","WA","98109","47.64279","-122.34287","LAKE UNION","7","1968","2","1","29,498","29,498","0","29,498","29,498","0",,,,,,,,"Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","19,749","Office","9,148","NA",,"542,672",,,"Not Compliant","Missing EUI, Incomplete Fuel Data","1,851,595",,"10.7","0.36","false"
"25568","2023","NORTHLAKE BUILDING","NonResidential","4088804565","1341 N NORTHLAKE WAY","SEATTLE","WA","98103","47.64747","-122.34086","LAKE UNION","4","2008","4","1","49,782","49,782","0","51,022","44,022","7,000","40","66.09999847","64.80000305","2,854,566","2,908,944","185","181.6000061","Office","Office","44,022","Parking",,"NA",,"836,626",,,"Compliant","No Issue","2,854,566",,"16.6","0.33","false"
"25572","2023","PETCO AND OTHERS","NonResidential","4092300005","809 NE 45TH ST","SEATTLE","WA","98105","47.66097","-122.3192","NORTHEAST","4","1930","1","1","46,059","46,059","0","46,000","46,000","0","73","40","41.20000076","1,894,600","1,842,264","89","90.19999695","Retail Store","Retail Store","46,000","NA",,"NA",,"361,476",,"6,612","Compliant","No Issue","1,233,357","661,240","42.2","0.92","false"
"25574","2023","KELLY ANNE APTS","Multifamily LR (1-4)","4092300140","816 NE 43RD ST","SEATTLE","WA","98105","47.65963","-122.31914","NORTHEAST","4","1986","3","1","32,331","23,162","9,169","32,331","23,162","9,169","97","27.5","27.70000076","642,064","637,009","77","77.59999847","Multifamily LR (1-4)","Multifamily Housing","23,162","Parking","9,169","NA",,"188,178",,,"Compliant","No Issue","642,064",,"3.7","0.16","false"
"25576","2023","CAMPUS VIEW APARTMENTS II","Multifamily LR (1-4)","4092300345","4328 7TH AVE NE","SEATTLE","WA","98105","47.6604","-122.32054","NORTHEAST","4","1988","4","1","40,152","21,100","0","21,100","21,100","0","88","24.60000038","25.10000038","529,278","519,343","68.90000153","70.19999695","Multifamily LR (1-4)","Multifamily Housing","21,100","NA",,"NA",,"155,123",,,"Compliant","No Issue","529,278",,"3.1","0.15","false"
"25577","2023","CAMPUS VIEW APTS","Multifamily MR (5-9)","4092300375","4322 7TH AVE NE","SEATTLE","WA","98105","47.66001","-122.32052","NORTHEAST","4","1986","5","1","42,189","31,756","0","31,756","31,756","0","89","28.20000076","30.10000038","955,476","894,488","78.90000153","84.19999695","Multifamily MR (5-9)","Multifamily Housing","31,756","NA",,"NA",,"280,034",,,"Compliant","No Issue","955,476",,"5.5","0.17","false"
"25578","2023","WESTWOOD APTS","Multifamily LR (1-4)","4092300460","4317 8TH AVE NE","SEATTLE","WA","98105","47.66001","-122.32011","NORTHEAST","4","1985","4","1","84,385","60,684","23,701","84,385","60,684","23,701","98","28.5","29.89999962","1,815,752","1,728,529","79.80000305","83.80000305","Multifamily LR (1-4)","Multifamily Housing","60,684","Parking","23,701","NA",,"532,167",,,"Compliant","No Issue","1,815,753",,"10.5","0.17","false"
"25579","2023","MAPLEWOOD APTS","Multifamily LR (1-4)","4092300780","4253 7TH AVE NE","SEATTLE","WA","98105","47.65911","-122.32119","NORTHEAST","4","1985","4","1","30,964","23,195","7,769","30,964","23,195","7,769",,"18.10000038","17.89999962","415,857","418,996","50.59999847","50.20000076","Multifamily LR (1-4)","Multifamily Housing","23,195","Parking","7,769","NA",,"121,881",,,"Compliant","No Issue","415,857",,"2.4","0.1","false"
"25580","2023","APEX (40 UNIT APT BLDG)","Multifamily LR (1-4)","4092300810","4233 7TH AVE NE","SEATTLE","WA","98105","47.65864","-122.32109","NORTHEAST","4","1983","4","1","40,090","40,090","0","47,290","40,090","7,200","100","23","25.20000076","1,009,900","922,622","64.40000153","70.5","Multifamily LR (1-4)","Multifamily Housing","40,090","Parking","7,200","NA",,"295,985",,,"Compliant","No Issue","1,009,900",,"5.9","0.15","false"
"25582","2023","THE SHANNON APARTMENTS","Multifamily LR (1-4)","4092300860","4219 7TH AVE NE","SEATTLE","WA","98105","47.65809","-122.32117","NORTHEAST","4","1987","4","1","31,034","22,176","8,858","31,034","22,176","8,858","99","24.39999962","26.5","586,693","540,624","68.30000305","74.09999847","Multifamily LR (1-4)","Multifamily Housing","22,176","Parking","8,858","NA",,"171,950",,,"Compliant","No Issue","586,693",,"3.4","0.15","false"
"25599","2023","TREMEZZO CONDOMINIUM","Multifamily LR (1-4)","8679000000","5000 30TH AVE NE","SEATTLE","WA","98105","47.66507","-122.29523","NORTHEAST","4","2000","3","1","29,351","29,351","0","20,725","20,725","0",,"9","9","186,996","186,996","25.29999924","25.29999924","Multifamily LR (1-4)","Multifamily Housing","20,725","NA",,"NA",,"54,806",,,"Compliant","No Issue","186,996",,"1.1","0.04","false"
